Chrom	Start	End	Name	Score	Strand	Conc	Conc_NEUROD1_Foxg1KD	Conc_NEUROD1_Control	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr2	51768316	51769126	DiffBind	0	.	7.56	7.18	7.87	-0.69	0.0028	0.0412	Distal Intergenic	2	51656966	51732009	75044	2	ENSMUST00000143870	-36308	ENSMUSG00000085014	ENSMUSG00000085014
chr1	62200748	62201189	DiffBind	0	.	5.62	4.73	6.17	-1.44	0.00143	0.0271	Intron (ENSMUST00000075374/ENSMUSG00000052062, intron 11 of 22)	1	62131195	62136109	4915	2	ENSMUST00000127498	-64640	ENSMUSG00000085019	ENSMUSG00000085019
chr2	85229399	85229940	DiffBind	0	.	6.42	5.63	6.93	-1.29	0.00178	0.0312	Distal Intergenic	2	85233675	85243678	10004	1	ENSMUST00000136578	-3735	ENSMUSG00000085025	ENSMUSG00000085025
chr8	123844254	123844972	DiffBind	0	.	6.53	5.91	6.96	-1.06	0.00155	0.0285	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123838553	123840785	2233	2	ENSMUST00000138442	-3470	ENSMUSG00000085030	ENSMUSG00000085030
chr4	64255310	64255770	DiffBind	0	.	5.54	4.57	6.12	-1.55	0.00167	0.03	Exon (ENSMUST00000141162/ENSMUSG00000085032, exon 1 of 4)	4	64254053	64276603	22551	2	ENSMUST00000141162	20833	ENSMUSG00000085032	ENSMUSG00000085032
chr4	140456306	140456675	DiffBind	0	.	4.98	3.87	5.6	-1.73	0.00368	0.049	Intron (ENSMUST00000140113/ENSMUSG00000085047, intron 1 of 1)	4	140437963	140461291	23329	1	ENSMUST00000140113	18344	ENSMUSG00000085047	ENSMUSG00000085047
chr11	80528350	80528872	DiffBind	0	.	4.86	5.55	3.52	2.02	0.000898	0.0203	Intron (ENSMUST00000041065/ENSMUSG00000035441, intron 21 of 21)	11	80507410	80509106	1697	2	ENSMUST00000133400	-19245	ENSMUSG00000085078	ENSMUSG00000085078
chr11	34862164	34862970	DiffBind	0	.	6.22	5.27	6.79	-1.52	0.000547	0.0147	Distal Intergenic	11	34880339	34882531	2193	1	ENSMUST00000131249	-17369	ENSMUSG00000085090	ENSMUSG00000085090
chr2	17575466	17575976	DiffBind	0	.	5.62	4.17	6.32	-2.16	0.000342	0.0109	Intron (ENSMUST00000028080/ENSMUSG00000053702, intron 3 of 6)	2	17559060	17559998	939	1	ENSMUST00000148607	16407	ENSMUSG00000085100	ENSMUSG00000085100
chr11	117062508	117063590	DiffBind	0	.	8.34	7.82	8.72	-0.9	0.000768	0.0183	Distal Intergenic	11	117058425	117060268	1844	1	ENSMUST00000139704	4084	ENSMUSG00000085104	ENSMUSG00000085104
chr11	63396229	63396806	DiffBind	0	.	5.32	5.93	4.24	1.69	0.000568	0.0151	Distal Intergenic	11	63413169	63417888	4720	1	ENSMUST00000151765	-16363	ENSMUSG00000085113	ENSMUSG00000085113
chr1	17810351	17810694	DiffBind	0	.	4.73	3.51	5.38	-1.87	0.00189	0.0324	Distal Intergenic	1	17692904	17727646	34743	2	ENSMUST00000127328	-82706	ENSMUSG00000085125	ENSMUSG00000085125
chr14	121183483	121183862	DiffBind	0	.	5.5	4.56	6.07	-1.52	0.00262	0.0397	Intron (ENSMUST00000135010/ENSMUSG00000025555, intron 2 of 7)	14	121248706	121251497	2792	1	ENSMUST00000130256	-64844	ENSMUSG00000085133	ENSMUSG00000085133
chr2	65979621	65980171	DiffBind	0	.	5.42	4.12	6.1	-1.98	0.000499	0.0138	Intron (ENSMUST00000122912/ENSMUSG00000044647, intron 4 of 6)	2	65944299	65954070	9772	2	ENSMUST00000155350	-25552	ENSMUSG00000085160	ENSMUSG00000085160
chr3	53377072	53377487	DiffBind	0	.	6.42	5.61	6.94	-1.32	0.000359	0.0112	Distal Intergenic	3	53452619	53457797	5179	1	ENSMUST00000132485	-75132	ENSMUSG00000085174	ENSMUSG00000085174
chr4	89058206	89058568	DiffBind	0	.	5.05	3.56	5.77	-2.21	0.000407	0.012	Promoter (<=1kb)	4	89058796	89084614	25819	1	ENSMUST00000129601	-228	ENSMUSG00000085183	ENSMUSG00000085183
chr13	30037276	30037887	DiffBind	0	.	7.37	6.75	7.8	-1.06	8.71e-05	0.00438	Distal Intergenic	13	30058677	30062971	4295	1	ENSMUST00000139576	-20790	ENSMUSG00000085188	ENSMUSG00000085188
chr2	3739202	3740192	DiffBind	0	.	6.91	6.1	7.42	-1.32	1.72e-05	0.00142	Intron (ENSMUST00000115052/ENSMUSG00000026655, intron 2 of 4)	2	3752986	3755177	2192	2	ENSMUST00000131044	14985	ENSMUSG00000085205	ENSMUSG00000085205
chr4	84029483	84030327	DiffBind	0	.	7.1	7.54	6.48	1.06	0.000854	0.0196	Distal Intergenic	4	84042039	84044879	2841	2	ENSMUST00000125884	14552	ENSMUSG00000085217	ENSMUSG00000085217
chr11	88372577	88373210	DiffBind	0	.	7.02	6.04	7.6	-1.56	2.52e-05	0.00185	Intron (ENSMUST00000107909/ENSMUSG00000069769, intron 10 of 13)	11	88356291	88363947	7657	1	ENSMUST00000143208	16287	ENSMUSG00000085246	ENSMUSG00000085246
chr2	135112332	135112874	DiffBind	0	.	6.6	5.47	7.23	-1.76	3.77e-05	0.00249	Intron (ENSMUST00000110116/ENSMUSG00000051177, intron 3 of 31)	2	135169573	135215616	46044	2	ENSMUST00000138303	102742	ENSMUSG00000085247	ENSMUSG00000085247
chr4	109921907	109922441	DiffBind	0	.	5.99	4.86	6.62	-1.76	8.29e-05	0.00425	Intron (ENSMUST00000102724/ENSMUSG00000010517, intron 15 of 18)	4	109976747	109977491	745	2	ENSMUST00000124754	55050	ENSMUSG00000085256	ENSMUSG00000085256
chr7	50549523	50550029	DiffBind	0	.	6.26	4.53	7.02	-2.49	3.94e-07	0.000103	Intron (ENSMUST00000151721/ENSMUSG00000055409, intron 9 of 9)	7	50562585	50574106	11522	2	ENSMUST00000136672	24077	ENSMUSG00000085265	ENSMUSG00000085265
chr5	111935055	111936185	DiffBind	0	.	8.08	8.41	7.66	0.74	0.000247	0.00889	Distal Intergenic	5	111734303	111761725	27423	2	ENSMUST00000129065	-173331	ENSMUSG00000085271	ENSMUSG00000085271
chr2	165855635	165856317	DiffBind	0	.	6.68	6.03	7.12	-1.1	0.00209	0.0345	Promoter (1-2kb)	2	165857684	165859034	1351	1	ENSMUST00000155786	-1367	ENSMUSG00000085274	ENSMUSG00000085274
chr16	90990097	90990569	DiffBind	0	.	5.1	3.11	5.9	-2.79	3.04e-06	0.000423	Intron (ENSMUST00000121759/ENSMUSG00000022973, intron 4 of 31)	16	90983907	90987237	3331	1	ENSMUST00000123318	6191	ENSMUSG00000085279	ENSMUSG00000085279
chr18	39437519	39438015	DiffBind	0	.	6.25	4.49	7.02	-2.53	8.37e-10	1.14e-06	Intron (ENSMUST00000115567/ENSMUSG00000024431, intron 2 of 8)	18	39367038	39389425	22388	2	ENSMUST00000135378	-48095	ENSMUSG00000085289	ENSMUSG00000085289
chr18	39390910	39391278	DiffBind	0	.	4.87	3.29	5.61	-2.32	0.00023	0.0085	Promoter (1-2kb)	18	39367038	39389425	22388	2	ENSMUST00000135378	-1486	ENSMUSG00000085289	ENSMUSG00000085289
chr11	40027432	40028220	DiffBind	0	.	5.82	4.69	6.45	-1.75	0.00133	0.0259	Intron (ENSMUST00000130945/ENSMUSG00000085301, intron 2 of 7)	11	40008194	40337831	329638	1	ENSMUST00000130945	19239	ENSMUSG00000085301	ENSMUSG00000085301
chr4	114900672	114901088	DiffBind	0	.	5.95	4.71	6.61	-1.9	0.000608	0.0158	Promoter (1-2kb)	4	114817161	114902859	85699	2	ENSMUST00000155499	1771	ENSMUSG00000085323	ENSMUSG00000085323
chr11	112140505	112140930	DiffBind	0	.	5.62	4.37	6.28	-1.9	0.00125	0.025	Distal Intergenic	11	112107438	112132196	24759	1	ENSMUST00000146550	33068	ENSMUSG00000085324	ENSMUSG00000085324
chr10	81416779	81417392	DiffBind	0	.	7.18	7.55	6.67	0.88	0.00167	0.03	Intron (ENSMUST00000105321/ENSMUSG00000055053, intron 2 of 8)	10	81409575	81411579	2005	1	ENSMUST00000156260	7205	ENSMUSG00000085327	ENSMUSG00000085327
chr11	102970601	102971050	DiffBind	0	.	6.11	6.72	5.05	1.67	0.000564	0.0151	Distal Intergenic	11	102958300	102964387	6088	2	ENSMUST00000138424	-6215	ENSMUSG00000085338	ENSMUSG00000085338
chr5	14195066	14195613	DiffBind	0	.	6.6	6.03	7.01	-0.97	0.00288	0.0419	Intron (ENSMUST00000130116/ENSMUSG00000063531, intron 4 of 15)	5	14056438	14074157	17720	2	ENSMUST00000154338	-120910	ENSMUSG00000085352	ENSMUSG00000085352
chr5	67647024	67647560	DiffBind	0	.	6.31	5.61	6.77	-1.16	0.00321	0.0449	Intron (ENSMUST00000037380/ENSMUSG00000037685, intron 33 of 36)	5	67642401	67646776	4376	1	ENSMUST00000145914	4624	ENSMUSG00000085363	ENSMUSG00000085363
chr4	55774912	55775634	DiffBind	0	.	6.89	6.3	7.31	-1.01	0.00297	0.0426	Distal Intergenic	4	55605149	55636901	31753	1	ENSMUST00000123620	169764	ENSMUSG00000085375	ENSMUSG00000085375
chr4	153913034	153913881	DiffBind	0	.	6.68	7.09	6.09	1	0.0019	0.0326	Distal Intergenic	4	153907386	153908666	1281	1	ENSMUST00000156438	5649	ENSMUSG00000085390	ENSMUSG00000085390
chr1	38218089	38218771	DiffBind	0	.	6.32	6.8	5.61	1.19	0.00289	0.042	Exon (ENSMUST00000095027/ENSMUSG00000037138, exon 12 of 22)	1	38235420	38245603	10184	1	ENSMUST00000127620	-16649	ENSMUSG00000085391	ENSMUSG00000085391
chr1	62348260	62348878	DiffBind	0	.	7.62	7.05	8.02	-0.97	0.00187	0.0323	Intron (ENSMUST00000075374/ENSMUSG00000052062, intron 18 of 22)	1	62456725	62499261	42537	2	ENSMUST00000147177	150383	ENSMUSG00000085400	ENSMUSG00000085400
chr10	94397913	94399509	DiffBind	0	.	6.81	7.24	6.19	1.05	0.00229	0.0366	Intron (ENSMUST00000147869/ENSMUSG00000020023, intron 1 of 1)	10	94408891	94410732	1842	1	ENSMUST00000155180	-9382	ENSMUSG00000085409	ENSMUSG00000085409
chr6	5963653	5964072	DiffBind	0	.	5.95	4.99	6.52	-1.53	0.000752	0.0181	Exon (ENSMUST00000130004/ENSMUSG00000085416, exon 1 of 3)	6	5963909	5977393	13485	2	ENSMUST00000130004	13321	ENSMUSG00000085416	ENSMUSG00000085416
chr2	72813737	72814184	DiffBind	0	.	6.19	4.06	7.01	-2.95	1.39e-09	1.7e-06	Promoter (<=1kb)	2	72784674	72813717	29044	2	ENSMUST00000148327	-21	ENSMUSG00000085427	ENSMUSG00000085427
chr2	72839419	72840093	DiffBind	0	.	7.14	6.57	7.55	-0.97	0.00114	0.0235	Distal Intergenic	2	72784674	72813717	29044	2	ENSMUST00000148327	-25703	ENSMUSG00000085427	ENSMUSG00000085427
chr7	96838028	96838853	DiffBind	0	.	7.11	7.75	5.93	1.82	1.02e-09	1.35e-06	Intron (ENSMUST00000107162/ENSMUSG00000048078, intron 20 of 32)	7	96812433	96817485	5053	2	ENSMUST00000131080	-20544	ENSMUSG00000085443	ENSMUSG00000085443
chr5	148965661	148966317	DiffBind	0	.	6.51	5.86	6.96	-1.1	0.000849	0.0195	Intron (ENSMUST00000147473/ENSMUSG00000041298, intron 2 of 6)	5	148958670	148969882	11213	2	ENSMUST00000131347	3565	ENSMUSG00000085455	ENSMUSG00000085455
chr10	73315401	73316293	DiffBind	0	.	7.27	6.35	7.82	-1.47	6.7e-05	0.00368	Intron (ENSMUST00000123398/ENSMUSG00000052613, intron 1 of 13)	10	73201399	73327027	125629	2	ENSMUST00000147653	10734	ENSMUSG00000085456	ENSMUSG00000085456
chr11	45454639	45455390	DiffBind	0	.	5.6	6.11	4.79	1.33	0.00242	0.0378	Intron (ENSMUST00000123422/ENSMUSG00000085476, intron 1 of 1)	11	45452399	45468504	16106	2	ENSMUST00000123422	13114	ENSMUSG00000085476	ENSMUSG00000085476
chr4	17635702	17636596	DiffBind	0	.	6.79	6.29	7.17	-0.88	0.00304	0.0433	Distal Intergenic	4	17656675	17657963	1289	2	ENSMUST00000132219	21367	ENSMUSG00000085478	ENSMUSG00000085478
chr2	124130904	124131405	DiffBind	0	.	5.77	4.64	6.39	-1.75	0.000794	0.0188	Promoter (<=1kb)	2	124123636	124129956	6321	2	ENSMUST00000129584	-949	ENSMUSG00000085496	ENSMUSG00000085496
chr11	70746626	70747003	DiffBind	0	.	5.93	5.19	6.41	-1.22	0.00376	0.0497	Downstream (1-2kb)	11	70748705	70755151	6447	2	ENSMUST00000127333	8148	ENSMUSG00000085502	ENSMUSG00000085502
chr2	73351469	73352398	DiffBind	0	.	6.45	5.81	6.89	-1.07	0.00347	0.0471	Exon (ENSMUST00000076463/ENSMUSG00000041762, exon 4 of 17)	2	73357268	73364333	7066	1	ENSMUST00000150705	-4870	ENSMUSG00000085519	ENSMUSG00000085519
chr11	71900877	71901278	DiffBind	0	.	4.98	3.69	5.65	-1.96	0.0021	0.0347	Distal Intergenic	11	71928471	71940122	11652	2	ENSMUST00000128489	38844	ENSMUSG00000085528	ENSMUSG00000085528
chr11	43271301	43271710	DiffBind	0	.	5.8	4.67	6.42	-1.75	9.62e-05	0.00472	Intron (ENSMUST00000144024/ENSMUSG00000086791, intron 1 of 1)	11	43197424	43259784	62361	2	ENSMUST00000127604	-11518	ENSMUSG00000085533	ENSMUSG00000085533
chr2	130898186	130898661	DiffBind	0	.	5.49	4.63	6.03	-1.4	0.00251	0.0386	Intron (ENSMUST00000146975/ENSMUSG00000027309, intron 1 of 3)	2	130879699	130906356	26658	2	ENSMUST00000128176	7695	ENSMUSG00000085566	ENSMUSG00000085566
chr8	11194354	11194784	DiffBind	0	.	5.62	4.58	6.22	-1.64	0.000766	0.0183	Intron (ENSMUST00000151014/ENSMUSG00000085573, intron 1 of 2)	8	11187755	11204503	16749	1	ENSMUST00000151014	6600	ENSMUSG00000085573	ENSMUSG00000085573
chr4	151422401	151422840	DiffBind	0	.	5.94	4.28	6.69	-2.42	2.36e-06	0.000355	Intron (ENSMUST00000169423/ENSMUSG00000014592, intron 5 of 24)	4	151376470	151379582	3113	1	ENSMUST00000129097	45932	ENSMUSG00000085593	ENSMUSG00000085593
chr4	151386131	151386757	DiffBind	0	.	5.93	4.77	6.57	-1.8	0.000233	0.00855	Intron (ENSMUST00000169423/ENSMUSG00000014592, intron 5 of 24)	4	151376470	151379582	3113	1	ENSMUST00000129097	9662	ENSMUSG00000085593	ENSMUSG00000085593
chr4	151594938	151595640	DiffBind	0	.	6.14	6.63	5.41	1.22	0.00124	0.0249	Intron (ENSMUST00000169423/ENSMUSG00000014592, intron 3 of 24)	4	151376470	151379582	3113	1	ENSMUST00000129097	218469	ENSMUSG00000085593	ENSMUSG00000085593
chr4	151572641	151573162	DiffBind	0	.	6.24	5.58	6.68	-1.1	0.00225	0.0362	Intron (ENSMUST00000169423/ENSMUSG00000014592, intron 4 of 24)	4	151376470	151379582	3113	1	ENSMUST00000129097	196172	ENSMUSG00000085593	ENSMUSG00000085593
chr4	7726298	7726745	DiffBind	0	.	5.47	4.14	6.15	-2	4.24e-05	0.0027	Distal Intergenic	4	7759670	7763930	4261	1	ENSMUST00000127180	-32925	ENSMUSG00000085630	ENSMUSG00000085630
chr2	135541021	135541665	DiffBind	0	.	7.37	6.57	7.88	-1.3	0.000327	0.0107	Intron (ENSMUST00000153402/ENSMUSG00000085631, intron 1 of 1)	2	135580530	135583296	2767	2	ENSMUST00000129868	41631	ENSMUSG00000085631	ENSMUSG00000085631
chr2	137693822	137694565	DiffBind	0	.	7.11	6	7.74	-1.74	1.73e-05	0.00142	Intron (ENSMUST00000134833/ENSMUSG00000085640, intron 4 of 4)	2	137663435	137829244	165810	1	ENSMUST00000134833	30388	ENSMUSG00000085640	ENSMUSG00000085640
chr2	137729867	137730335	DiffBind	0	.	6.57	5.91	7.02	-1.11	0.000485	0.0135	Intron (ENSMUST00000134833/ENSMUSG00000085640, intron 4 of 4)	2	137663435	137829244	165810	1	ENSMUST00000134833	66433	ENSMUSG00000085640	ENSMUSG00000085640
chr2	137626149	137626669	DiffBind	0	.	6	4.88	6.62	-1.74	4.97e-05	0.00301	Distal Intergenic	2	137663435	137829244	165810	1	ENSMUST00000134833	-36766	ENSMUSG00000085640	ENSMUSG00000085640
chr4	57273921	57274318	DiffBind	0	.	5.12	3.68	5.82	-2.14	7.71e-05	0.00401	Intron (ENSMUST00000075637/ENSMUSG00000038764, intron 1 of 25)	4	57300096	57307305	7210	1	ENSMUST00000129102	-25778	ENSMUSG00000085654	ENSMUSG00000085654
chr6	145691785	145692254	DiffBind	0	.	5.07	3.42	5.82	-2.4	5.61e-05	0.00326	Distal Intergenic	6	145738693	145746273	7581	2	ENSMUST00000144757	54019	ENSMUSG00000085658	ENSMUSG00000085658
chr4	48003326	48004127	DiffBind	0	.	7.73	7.3	8.07	-0.76	0.00245	0.0382	Distal Intergenic	4	47996456	47998261	1806	1	ENSMUST00000141580	6871	ENSMUSG00000085660	ENSMUSG00000085660
chr2	117387028	117387670	DiffBind	0	.	5.35	4.37	5.93	-1.56	0.00185	0.032	Distal Intergenic	2	117414392	117417697	3306	2	ENSMUST00000138372	30027	ENSMUSG00000085681	ENSMUSG00000085681
chr2	117479133	117480247	DiffBind	0	.	7.29	6.78	7.67	-0.9	0.00104	0.0222	Distal Intergenic	2	117414392	117417697	3306	2	ENSMUST00000138372	-61437	ENSMUSG00000085681	ENSMUSG00000085681
chr6	65780304	65781257	DiffBind	0	.	7.11	6.03	7.72	-1.69	3.23e-08	1.68e-05	Promoter (1-2kb)	6	65768544	65779249	10706	2	ENSMUST00000144594	-1056	ENSMUSG00000085689	ENSMUSG00000085689
chr19	6549359	6549954	DiffBind	0	.	5.96	5.08	6.51	-1.42	0.00229	0.0366	Distal Intergenic	19	6543771	6544899	1129	2	ENSMUST00000153483	-4461	ENSMUSG00000085694	ENSMUSG00000085694
chr4	128845436	128846006	DiffBind	0	.	5.83	4.66	6.47	-1.81	0.000365	0.0113	Promoter (<=1kb)	4	128846197	128873698	27502	1	ENSMUST00000138291	-191	ENSMUSG00000085701	ENSMUSG00000085701
chr4	128303387	128303810	DiffBind	0	.	5.35	4.02	6.03	-2	0.000171	0.007	Intron (ENSMUST00000129619/ENSMUSG00000028804, intron 9 of 12)	4	128261044	128262990	1947	1	ENSMUST00000131581	42344	ENSMUSG00000085717	ENSMUSG00000085717
chr11	53496896	53497448	DiffBind	0	.	5.9	5.16	6.39	-1.23	0.00288	0.0419	Distal Intergenic	11	53501184	53501759	576	1	ENSMUST00000119147	-3736	ENSMUSG00000085718	ENSMUSG00000085718
chr16	11670510	11670955	DiffBind	0	.	6.29	5.49	6.8	-1.31	0.00379	0.0499	Intron (ENSMUST00000096273/ENSMUSG00000071669, intron 11 of 13)	16	11688169	11691857	3689	2	ENSMUST00000154314	20902	ENSMUSG00000085732	ENSMUSG00000085732
chr16	11599295	11599994	DiffBind	0	.	6.35	5.34	6.93	-1.6	3.99e-05	0.00259	Intron (ENSMUST00000096273/ENSMUSG00000071669, intron 8 of 13)	16	11688169	11691857	3689	2	ENSMUST00000154314	91863	ENSMUSG00000085732	ENSMUSG00000085732
chr16	11615434	11616079	DiffBind	0	.	6.29	5.37	6.85	-1.47	9.22e-05	0.0046	Intron (ENSMUST00000096273/ENSMUSG00000071669, intron 8 of 13)	16	11688169	11691857	3689	2	ENSMUST00000154314	75778	ENSMUSG00000085732	ENSMUSG00000085732
chr4	52423509	52423927	DiffBind	0	.	5.06	3.89	5.7	-1.8	0.00314	0.0443	Distal Intergenic	4	52430285	52438965	8681	2	ENSMUST00000141473	15038	ENSMUSG00000085763	ENSMUSG00000085763
chr2	27936516	27936901	DiffBind	0	.	5.24	3.76	5.96	-2.2	9.52e-05	0.00469	Intron (ENSMUST00000028280/ENSMUSG00000026837, intron 4 of 65)	2	27882925	27887052	4128	2	ENSMUST00000154246	-49465	ENSMUSG00000085766	ENSMUSG00000085766
chr4	150312628	150313070	DiffBind	0	.	5.53	4.68	6.07	-1.39	0.00197	0.0333	Promoter (2-3kb)	4	150315177	150315436	260	2	ENSMUST00000136346	2366	ENSMUSG00000085787	ENSMUSG00000085787
chr8	26632621	26633327	DiffBind	0	.	6.33	6.83	5.56	1.27	9e-04	0.0203	Distal Intergenic	8	26977336	26981461	4126	1	ENSMUST00000127097	-344009	ENSMUSG00000085795	ENSMUSG00000085795
chr8	26677171	26678156	DiffBind	0	.	6.28	6.77	5.55	1.22	0.000769	0.0183	Distal Intergenic	8	26977336	26981461	4126	1	ENSMUST00000127097	-299180	ENSMUSG00000085795	ENSMUSG00000085795
chr8	26849279	26849692	DiffBind	0	.	5.74	4.58	6.38	-1.79	0.000283	0.00968	Distal Intergenic	8	26977336	26981461	4126	1	ENSMUST00000127097	-127644	ENSMUSG00000085795	ENSMUSG00000085795
chr11	18673305	18673683	DiffBind	0	.	5.26	4.05	5.9	-1.85	0.000405	0.012	Intron (ENSMUST00000145182/ENSMUSG00000085806, intron 3 of 6)	11	18595248	18710222	114975	2	ENSMUST00000145182	36539	ENSMUSG00000085806	ENSMUSG00000085806
chr4	142441854	142442646	DiffBind	0	.	7.42	6.09	8.1	-2.01	5.46e-09	4.53e-06	Distal Intergenic	4	142307765	142346475	38711	2	ENSMUST00000125582	-95380	ENSMUSG00000085816	ENSMUSG00000085816
chr4	137143876	137144333	DiffBind	0	.	5.22	3.89	5.9	-2.01	0.000174	0.00711	Distal Intergenic	4	137159082	137159871	790	2	ENSMUST00000151040	15538	ENSMUSG00000085833	ENSMUSG00000085833
chr4	78565369	78565825	DiffBind	0	.	6.3	5.58	6.78	-1.19	0.00127	0.0252	Distal Intergenic	4	78659967	78660382	416	2	ENSMUST00000126647	94557	ENSMUSG00000085840	ENSMUSG00000085840
chr1	61993074	61993889	DiffBind	0	.	6.06	4.94	6.68	-1.73	0.000158	0.00664	Intron (ENSMUST00000138768/ENSMUSG00000052062, intron 2 of 4)	1	61786744	61851540	64797	2	ENSMUST00000130699	-141535	ENSMUSG00000085842	ENSMUSG00000085842
chr1	61794323	61794770	DiffBind	0	.	5.67	4.49	6.31	-1.82	0.00062	0.016	Intron (ENSMUST00000138768/ENSMUSG00000052062, intron 2 of 4)	1	61767415	61851462	84048	2	ENSMUST00000138535	56692	ENSMUSG00000085842	ENSMUSG00000085842
chr2	70909345	70909959	DiffBind	0	.	6.72	5.6	7.34	-1.74	0.000129	0.00576	Distal Intergenic	2	70877829	70884408	6580	1	ENSMUST00000150119	31517	ENSMUSG00000085868	ENSMUSG00000085868
chr4	106518926	106519263	DiffBind	0	.	4.61	3.24	5.3	-2.06	0.00115	0.0237	Distal Intergenic	4	106498816	106506335	7520	2	ENSMUST00000148907	-12592	ENSMUSG00000085933	ENSMUSG00000085933
chr13	28673700	28674122	DiffBind	0	.	5.95	5.08	6.5	-1.42	0.00107	0.0226	Intron (ENSMUST00000148885/ENSMUSG00000085936, intron 3 of 7)	13	28460034	28521108	61075	2	ENSMUST00000134787	-152593	ENSMUSG00000085936	ENSMUSG00000085936
chr11	91053301	91053868	DiffBind	0	.	6.69	5.17	7.41	-2.25	5.08e-08	2.37e-05	Distal Intergenic	11	90883345	90894999	11655	1	ENSMUST00000132218	169957	ENSMUSG00000085940	ENSMUSG00000085940
chr11	90955353	90955892	DiffBind	0	.	5.8	4.6	6.45	-1.85	0.000193	0.0076	Distal Intergenic	11	90883345	90894999	11655	1	ENSMUST00000132218	72009	ENSMUSG00000085940	ENSMUSG00000085940
chr11	87703597	87703886	DiffBind	0	.	4.89	3.59	5.56	-1.97	0.00147	0.0275	Promoter (1-2kb)	11	87702123	87704989	2867	1	ENSMUST00000142895	1475	ENSMUSG00000085972	ENSMUSG00000085972
chr2	92685685	92686218	DiffBind	0	.	5.9	4.99	6.45	-1.46	0.00028	0.00964	Distal Intergenic	2	92742230	92759208	16979	1	ENSMUST00000152230	-56012	ENSMUSG00000085976	ENSMUSG00000085976
chr2	92788005	92788544	DiffBind	0	.	6.8	5.88	7.35	-1.48	2.43e-06	0.000362	Distal Intergenic	2	92742230	92759208	16979	1	ENSMUST00000152230	45776	ENSMUSG00000085976	ENSMUSG00000085976
chr11	110707372	110707717	DiffBind	0	.	5.34	4.21	5.97	-1.76	0.000902	0.0203	Distal Intergenic	11	110544507	110546399	1893	1	ENSMUST00000144689	162866	ENSMUSG00000085985	ENSMUSG00000085985
chr11	94130387	94131030	DiffBind	0	.	5.79	4.89	6.34	-1.45	0.00121	0.0244	Promoter (2-3kb)	11	94133485	94155776	22292	1	ENSMUST00000132584	-2455	ENSMUSG00000086003	ENSMUSG00000086003
chr2	11300304	11300964	DiffBind	0	.	6.61	6	7.03	-1.03	0.00126	0.025	3' UTR	2	11339489	11342612	3124	1	ENSMUST00000131188	-38525	ENSMUSG00000086006	ENSMUSG00000086006
chr4	20205233	20205779	DiffBind	0	.	5.86	4.9	6.43	-1.53	0.00107	0.0225	Intron (ENSMUST00000119374/ENSMUSG00000055761, intron 4 of 5)	4	20343706	20347818	4113	1	ENSMUST00000141819	-137927	ENSMUSG00000086017	ENSMUSG00000086017
chr4	20333856	20334280	DiffBind	0	.	5.96	4.43	6.68	-2.25	1.66e-06	0.000276	Intron (ENSMUST00000119374/ENSMUSG00000055761, intron 3 of 5)	4	20343706	20347818	4113	1	ENSMUST00000141819	-9426	ENSMUSG00000086017	ENSMUSG00000086017
chr11	55863236	55863652	DiffBind	0	.	6.02	4.41	6.76	-2.35	2.69e-05	0.00193	Intron (ENSMUST00000134285/ENSMUSG00000086020, intron 1 of 4)	11	55772088	56070848	298761	1	ENSMUST00000134285	91149	ENSMUSG00000086020	ENSMUSG00000086020
chr11	54727344	54728091	DiffBind	0	.	6.81	5.77	7.4	-1.63	2.02e-06	0.000312	Promoter (<=1kb)	11	54728677	54734323	5647	1	ENSMUST00000147847	-586	ENSMUSG00000086039	ENSMUSG00000086039
chr8	3246869	3247571	DiffBind	0	.	6.28	5.58	6.76	-1.18	0.00209	0.0345	Intron (ENSMUST00000091291/ENSMUSG00000005534, intron 2 of 20)	8	3259704	3260641	938	1	ENSMUST00000128662	-12133	ENSMUSG00000086065	ENSMUSG00000086065
chr4	7573855	7574466	DiffBind	0	.	4.7	3.4	5.37	-1.98	0.00269	0.0403	Distal Intergenic	4	7560688	7573801	13114	1	ENSMUST00000129988	13168	ENSMUSG00000086070	ENSMUSG00000086070
chr4	124190811	124191200	DiffBind	0	.	5.44	3.76	6.19	-2.43	0.000186	0.00742	Distal Intergenic	4	124293693	124299848	6156	2	ENSMUST00000139012	108648	ENSMUSG00000086087	ENSMUSG00000086087
chr2	6487643	6489280	DiffBind	0	.	8.89	9.14	8.59	0.55	0.00321	0.0448	Distal Intergenic	2	6472272	6472903	632	1	ENSMUST00000128589	15372	ENSMUSG00000086109	ENSMUSG00000086109
chr2	173438959	173439417	DiffBind	0	.	5.27	5.89	4.15	1.75	0.000471	0.0132	Distal Intergenic	2	173394566	173395720	1155	1	ENSMUST00000147357	44394	ENSMUSG00000086114	ENSMUSG00000086114
chr2	173453776	173454168	DiffBind	0	.	5.85	5.02	6.37	-1.35	0.00117	0.024	Distal Intergenic	2	173394566	173395720	1155	1	ENSMUST00000147357	59211	ENSMUSG00000086114	ENSMUSG00000086114
