.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	Shared
ENSMUSG00000047965	34.97607681	0.251663617	0.288973226	0.176717052	0.337405309	Rpl9-ps7	chr2	70373287	70373564	Intron (ENSMUST00000060208/ENSMUSG00000042064, intron 32 of 34)	2	70458982	70459560	579	1	ENSMUST00000140507	-85418	ENSMUSG00000047965	Shared
ENSMUSG00000047976	1003.643671	-0.628901683	0.444215531	0.012035023	0.045805546	Kcna1	chr6	126453593	126454138	Distal Intergenic	6	126636463	126645801	9339	2	ENSMUST00000055168	191663	ENSMUSG00000047976	Shared
ENSMUSG00000047989	990.7787251	0.137703083	0.123963406	0.230082546	0.40318259	Ino80c	chr18	24127556	24127911	Distal Intergenic	18	24104757	24121953	17197	2	ENSMUST00000153360	-5604	ENSMUSG00000047989	Shared
ENSMUSG00000047990	17.39889427	0.180667648	0.35433479	0.19567273	0.36167976	C2cd4a	chr9	67803252	67804424	Distal Intergenic	9	67830532	67832330	1799	2	ENSMUST00000054500	27906	ENSMUSG00000047990	Shared
ENSMUSG00000048012	50.98980641	-0.225762025	0.313047966	0.209942798	0.3795293	Zfp473	chr7	44726398	44727114	Distal Intergenic	7	44731481	44744230	12750	2	ENSMUST00000149011	17116	ENSMUSG00000048012	Shared
ENSMUSG00000048027	6984.42488	0.0356996	0.168566816	0.766292129	0.866061715	Rgmb	chr17	15795765	15796066	Distal Intergenic	17	15806253	15826586	20334	2	ENSMUST00000170578	30520	ENSMUSG00000048027	Shared
ENSMUSG00000048029	304.5029153	0.276758287	0.282822489	0.141033438	0.287134201	Eno4	chr19	58951466	58952284	Intron (ENSMUST00000054280/ENSMUSG00000048029, intron 3 of 13)	19	58943425	58971419	27995	1	ENSMUST00000054280	8042	ENSMUSG00000048029	Shared
ENSMUSG00000048038	201.5125667	1.230046633	0.284086859	8.36976E-07	1.36984E-05	Ccdc187	chr2	26296711	26297089	Promoter (2-3kb)	2	26271646	26294557	22912	2	ENSMUST00000057224	-2155	ENSMUSG00000048038	Shared
ENSMUSG00000048058	1309.69865	-0.148754973	0.101303834	0.120863006	0.258205148	Ldlrad3	chr2	102111852	102112267	Exon (ENSMUST00000127888/ENSMUSG00000048058, exon 1 of 2)	2	102111569	102138119	26551	2	ENSMUST00000127888	25852	ENSMUSG00000048058	Shared
ENSMUSG00000048065	69.4996146	1.041603444	0.264637895	6.93847E-06	8.78887E-05	Cyb5r2	chr7	107738283	107738614	Exon (ENSMUST00000040056/ENSMUSG00000036528, exon 20 of 25)	7	107748455	107758032	9578	2	ENSMUST00000052438	19418	ENSMUSG00000048065	Shared
ENSMUSG00000048070	5.966032401	0.001586515	0.312898617	0.989441942	0.994189174	Pirt	chr11	66804894	66805302	Distal Intergenic	11	66911981	66929876	17896	1	ENSMUST00000123434	-106679	ENSMUSG00000048070	Shared
ENSMUSG00000048078	6482.364547	-1.35134077	0.236988161	7.91219E-10	2.71281E-08	Tenm4	chr7	96078366	96079275	Distal Intergenic	7	96171244	96911093	739850	1	ENSMUST00000107162	-91969	ENSMUSG00000048078	Shared
ENSMUSG00000048108	959.8135438	1.218461416	0.179858979	6.69316E-13	4.17889E-11	Tmem72	chr6	116735920	116736229	Distal Intergenic	6	116692630	116716913	24284	2	ENSMUST00000056623	-19008	ENSMUSG00000048108	Shared
ENSMUSG00000048118	1475.702116	-0.202176677	0.122709333	0.079099929	0.191401012	Arid4a	chr12	71047975	71048963	Promoter (<=1kb)	12	71048341	71075405	27065	1	ENSMUST00000135709	0	ENSMUSG00000048118	Shared
ENSMUSG00000048120	126.9683305	0.172294752	0.245917719	0.3190864	0.501850318	Entpd1	chr19	40702212	40703054	Intron (ENSMUST00000134063/ENSMUSG00000048120, intron 1 of 9)	19	40681667	40723193	41527	1	ENSMUST00000137508	20546	ENSMUSG00000048120	Shared
ENSMUSG00000048126	603.1510698	0.297270404	0.323526924	0.120980015	0.258372542	Col6a3	chr1	90724408	90724802	Distal Intergenic	1	90767389	90773215	5827	2	ENSMUST00000150769	48413	ENSMUSG00000048126	Shared
ENSMUSG00000048138	7.469539134	-0.199075215	0.406074314	0.024854636	0.08027853	Dmrt2	chr19	25805366	25806342	Distal Intergenic	19	25672420	25679010	6591	1	ENSMUST00000053068	132947	ENSMUSG00000048138	Shared
ENSMUSG00000048142	2742.368442	1.384759072	0.133283633	1.94436E-26	9.14706E-24	Nat8l	chr5	34026605	34027152	Intron (ENSMUST00000042954/ENSMUSG00000045102, intron 19 of 24)	5	33995984	34005916	9933	1	ENSMUST00000056355	30622	ENSMUSG00000048142	Shared
ENSMUSG00000048148	2706.711069	-0.1445872	0.164060424	0.32977021	0.512595788	Nwd1	chr8	72646201	72646845	Promoter (<=1kb)	8	72646711	72693713	47003	1	ENSMUST00000161386	0	ENSMUSG00000048148	Shared
ENSMUSG00000048154	2859.095662	-0.117453748	0.184156054	0.440182185	0.615961886	Kmt2d	chr15	98871758	98872690	Promoter (<=1kb)	15	98831669	98871183	39515	2	ENSMUST00000178486	-576	ENSMUSG00000048154	Shared
ENSMUSG00000048164	17.70809492	-0.140161926	0.307439951	0.35978635	0.541676741	RP23-383B20.3	chr16	48189833	48190119	Distal Intergenic	16	48218605	48219204	600	1	ENSMUST00000062591	-28486	ENSMUSG00000048164	Shared
ENSMUSG00000048170	1666.088518	-0.012663664	0.082845184	0.861679179	0.925305665	Mcmbp	chr7	128701627	128702046	Promoter (<=1kb)	7	128699323	128702837	3515	2	ENSMUST00000127807	791	ENSMUSG00000048170	Shared
ENSMUSG00000048174	94.76920833	-0.110113992	0.196881183	0.484527341	0.653639999	Tmem81	chr1	132505091	132505711	Promoter (<=1kb)	1	132506230	132508637	2408	1	ENSMUST00000058167	-519	ENSMUSG00000048174	Shared
ENSMUSG00000048186	95.81024909	0.521361832	0.279848585	0.012276048	0.046408556	Bend7	chr2	4770692	4771079	Intron (ENSMUST00000133082/ENSMUSG00000048186, intron 6 of 8)	2	4752717	4802142	49426	1	ENSMUST00000138322	17976	ENSMUSG00000048186	Shared
ENSMUSG00000048215	15.72528004	-0.173558424	0.351539318	0.208815909	0.378066502	AC169384.1	chr5	110508082	110508286	Distal Intergenic	5	110514923	110525972	11050	1	ENSMUST00000141532	-6637	ENSMUSG00000048215	Shared
ENSMUSG00000048216	1567.513477	-0.227071156	0.11196141	0.02999246	0.092572091	Gpr85	chr6	13812240	13812575	Distal Intergenic	6	13835077	13837241	2165	2	ENSMUST00000115491	24666	ENSMUSG00000048216	Shared
ENSMUSG00000048218	530.2163157	-0.714413787	0.181138588	1.26278E-05	0.000148344	Amigo2	chr15	97250022	97250328	Promoter (2-3kb)	15	97244074	97247287	3214	2	ENSMUST00000053106	-2736	ENSMUSG00000048218	Shared
ENSMUSG00000048232	2566.185179	-0.460097878	0.140150204	0.000312006	0.00227362	Fbxo10	chr4	45047338	45047824	Intron (ENSMUST00000052236/ENSMUSG00000048232, intron 5 of 10)	4	45046288	45058618	12331	2	ENSMUST00000155583	10794	ENSMUSG00000048232	Shared
ENSMUSG00000048234	1213.201381	-0.614245224	0.111695515	8.24873E-09	2.22188E-07	Rnf149	chr1	39577402	39577661	Promoter (<=1kb)	1	39551296	39577405	26110	2	ENSMUST00000062525	0	ENSMUSG00000048234	Shared
ENSMUSG00000048249	916.4660226	0.471570257	0.193360604	0.003808001	0.018238288	Crebrf	chr17	26715075	26715730	Promoter (<=1kb)	17	26715650	26776635	60986	1	ENSMUST00000062519	0	ENSMUSG00000048249	Shared
ENSMUSG00000048251	2289.594955	-0.101074046	0.196894957	0.520647384	0.68288763	Bcl11b	chr12	107919621	107919886	Intron (ENSMUST00000066060/ENSMUSG00000048251, intron 3 of 3)	12	107915222	108003414	88193	2	ENSMUST00000109887	83528	ENSMUSG00000048251	Shared
ENSMUSG00000048264	4697.867288	-0.190556296	0.163710844	0.174977998	0.335033595	Dip2c	chr13	9216236	9216640	Distal Intergenic	13	9276528	9668928	392401	1	ENSMUST00000174552	-59888	ENSMUSG00000048264	Shared
ENSMUSG00000048271	2555.157519	-0.006724874	0.093270164	0.931493418	0.962663755	Rbm33	chr5	28286513	28287083	Distal Intergenic	5	28317121	28352868	35748	1	ENSMUST00000090355	-30038	ENSMUSG00000048271	Shared
ENSMUSG00000048277	1166.336657	0.065430521	0.117487334	0.556554568	0.713378682	Syngr2	chr11	117809719	117810940	Promoter (<=1kb)	11	117809712	117813732	4021	1	ENSMUST00000175737	8	ENSMUSG00000048277	Shared
ENSMUSG00000048279	2406.476547	-0.958279357	0.256238399	1.74485E-05	0.000196793	Sacs	chr14	61138432	61139269	Promoter (<=1kb)	14	61138457	61240695	102239	1	ENSMUST00000089394	0	ENSMUSG00000048279	Shared
ENSMUSG00000048285	1598.011941	0.244423782	0.199863993	0.12994383	0.271749586	Frmd6	chr12	70811556	70812584	Distal Intergenic	12	70825514	70902232	76719	1	ENSMUST00000057859	-12930	ENSMUSG00000048285	Shared
ENSMUSG00000048304	2642.379696	-1.06272913	0.228316038	3.04502E-07	5.59979E-06	Slitrk3	chr3	73065865	73066651	Distal Intergenic	3	73048126	73056943	8818	2	ENSMUST00000059407	-8923	ENSMUSG00000048304	Shared
ENSMUSG00000048307	7864.076588	0.012098141	0.07724938	0.872159167	0.93039515	Ankrd46	chr15	36417426	36418338	Distal Intergenic	15	36477668	36496791	19124	2	ENSMUST00000057486	78453	ENSMUSG00000048307	Shared
ENSMUSG00000048330	2393.701481	-0.244342966	0.077634131	0.001120991	0.006677422	Ric3	chr7	109107694	109108207	Distal Intergenic	7	109034312	109083331	49020	2	ENSMUST00000055993	-24364	ENSMUSG00000048330	Shared
ENSMUSG00000048332	4872.917895	-0.013511049	0.150448817	0.920362592	0.956486764	Lhfp	chr3	53203714	53204009	Intron (ENSMUST00000059562/ENSMUSG00000048332, intron 2 of 3)	3	53041583	53261679	220097	1	ENSMUST00000147139	162132	ENSMUSG00000048332	Shared
ENSMUSG00000048337	4.696487687	0.046960454	0.327191454	0.346572098	0.528718475	Npy4r	chr14	34133481	34134367	Distal Intergenic	14	34143992	34152489	8498	2	ENSMUST00000052164	18122	ENSMUSG00000048337	Shared
ENSMUSG00000048349	15.50585432	-0.37454392	0.506117782	0.054070648	0.144624506	Pou4f1	chr14	104199504	104199879	Distal Intergenic	14	104463973	104465365	1393	2	ENSMUST00000139505	265486	ENSMUSG00000048349	Shared
ENSMUSG00000048351	767.5080657	-0.082630231	0.140306866	0.511938473	0.676025125	Coa7	chr4	108339265	108339684	3' UTR	4	108328189	108332643	4455	1	ENSMUST00000147054	11077	ENSMUSG00000048351	Shared
ENSMUSG00000048376	2386.939364	0.149434818	0.184153046	0.331747136	0.514500611	F2r	chr13	95639217	95640792	Intron (ENSMUST00000068603/ENSMUSG00000021676, intron 30 of 35)	13	95601804	95618459	16656	2	ENSMUST00000059193	-20759	ENSMUSG00000048376	Shared
ENSMUSG00000048387	242.3571571	0.264464228	0.238215529	0.136256004	0.280513201	Osr1	chr12	9559587	9559905	Distal Intergenic	12	9574442	9581499	7058	1	ENSMUST00000057021	-14537	ENSMUSG00000048387	Shared
ENSMUSG00000048388	11430.66406	-0.086771667	0.151968457	0.511957943	0.676025125	Fam171b	chr2	83812558	83813130	Promoter (<=1kb)	2	83812636	83883486	70851	1	ENSMUST00000051454	0	ENSMUSG00000048388	Shared
ENSMUSG00000048399	2.809231852	-0.078809787	0.327381486	0.397730671	.	Tprg	chr16	25087658	25088944	Distal Intergenic	16	25286817	25422344	135528	1	ENSMUST00000056087	-197873	ENSMUSG00000048399	Shared
ENSMUSG00000048402	265.9513748	0.101083364	0.147073006	0.437777247	0.61379751	Gli2	chr1	118864005	118864411	Intron (ENSMUST00000062483/ENSMUSG00000048402, intron 5 of 13)	1	118868042	118982588	114547	2	ENSMUST00000159678	118177	ENSMUSG00000048402	Shared
ENSMUSG00000048406	65.51285967	0.123597253	0.223640609	0.458380527	0.631475053	B330016D10Rik	chr4	141558966	141559440	Distal Intergenic	4	141546189	141547892	1704	1	ENSMUST00000049927	12778	ENSMUSG00000048406	Shared
ENSMUSG00000048410	580.8253672	-0.009676641	0.157855896	0.950807696	0.973229637	Zfp407	chr18	84275236	84275689	Intron (ENSMUST00000125450/ENSMUSG00000048410, intron 2 of 2)	18	84279820	84412420	132601	2	ENSMUST00000143597	136731	ENSMUSG00000048410	Shared
ENSMUSG00000048416	792.6852023	0.258525116	0.221648107	0.12968998	0.271471296	Mlf1	chr3	67230440	67230847	Intron (ENSMUST00000162036/ENSMUSG00000034544, intron 6 of 9)	3	67374097	67399998	25902	1	ENSMUST00000077916	-143250	ENSMUSG00000048416	Shared
ENSMUSG00000048424	11.62575195	-0.046048075	0.285361208	0.749881873	0.855683925	Ranbp3l	chr15	8914841	8915374	Distal Intergenic	15	8968426	9002646	34221	1	ENSMUST00000166524	-53052	ENSMUSG00000048424	Shared
ENSMUSG00000048439	407.3456378	-0.034910027	0.111465958	0.738379021	0.847470594	Nupl2	chr5	24192853	24193316	Distal Intergenic	5	24177904	24181432	3529	1	ENSMUST00000124150	14950	ENSMUSG00000048439	Shared
ENSMUSG00000048445	373.566002	0.224769625	0.151064578	0.094441195	0.217291581	Ccdc57	chr11	120932344	120933043	Promoter (<=1kb)	11	120826529	120932872	106344	2	ENSMUST00000056781	0	ENSMUSG00000048445	Shared
ENSMUSG00000048450	1587.013916	0.658376371	0.16713678	1.50859E-05	0.00017309	Msx1	chr5	37795847	37796206	Distal Intergenic	5	37820485	37824583	4099	2	ENSMUST00000063116	28377	ENSMUSG00000048450	Shared
ENSMUSG00000048458	2999.448312	-0.479809571	0.157248226	0.000588184	0.003903667	Fam212b	chr3	105705140	105705658	Promoter (<=1kb)	3	105705458	105718156	12699	1	ENSMUST00000098273	0	ENSMUSG00000048458	Shared
ENSMUSG00000048473	4.222510602	0.192353402	0.373324498	0.150402347	.	RP23-428G7.1	chr6	142788035	142788515	Intron (ENSMUST00000156662/ENSMUSG00000048473, intron 6 of 6)	6	142786307	142804390	18084	2	ENSMUST00000111768	15875	ENSMUSG00000048473	Shared
ENSMUSG00000048482	1777.466075	-0.711531928	0.20479649	7.87875E-05	0.000711638	Bdnf	chr2	109678199	109678967	Promoter (1-2kb)	2	109677032	109727007	49976	1	ENSMUST00000111046	1168	ENSMUSG00000048482	Shared
ENSMUSG00000048483	216.6750157	0.385963577	0.390733645	0.066052762	0.167634294	Zdhhc22	chr12	87002105	87002689	Distal Intergenic	12	86983381	86988676	5296	2	ENSMUST00000095521	-13430	ENSMUSG00000048483	Shared
ENSMUSG00000048485	320.031904	-0.006115865	0.159610004	0.963836336	0.980904827	Zbtb8b	chr4	129436575	129436990	Intron (ENSMUST00000053042/ENSMUSG00000048485, intron 1 of 3)	4	129425765	129440818	15054	2	ENSMUST00000053042	3828	ENSMUSG00000048485	Shared
ENSMUSG00000048486	1560.996351	-0.493892105	0.151512938	0.000307878	0.002246778	Fitm2	chr2	163472077	163472762	Promoter (<=1kb)	2	163466379	163472629	6251	2	ENSMUST00000109418	0	ENSMUSG00000048486	Shared
ENSMUSG00000048490	1694.76541	-0.10526088	0.119202582	0.332888887	0.515463495	Nrip1	chr16	76301383	76301772	Intron (ENSMUST00000121927/ENSMUSG00000048490, intron 3 of 3)	16	76294646	76323658	29013	2	ENSMUST00000140483	21886	ENSMUSG00000048490	Shared
ENSMUSG00000048497	470.5629167	0.163100803	0.124279876	0.155477142	0.308015581	Mmgt2	chr11	62652138	62652888	Promoter (2-3kb)	11	62649449	62666354	16906	1	ENSMUST00000129162	2690	ENSMUSG00000048497	Shared
ENSMUSG00000048503	712.667205	-0.313489753	0.098511974	0.001033442	0.006251643	Tmem136	chr9	43127175	43128166	Exon (ENSMUST00000176636/ENSMUSG00000032015, exon 2 of 13)	9	43108653	43116570	7918	2	ENSMUST00000061833	-10606	ENSMUSG00000048503	Shared
ENSMUSG00000048520	29.82093508	0.144490913	0.311376938	0.34897524	0.531163921	Fbxl13	chr5	21603160	21603566	Promoter (<=1kb)	5	21581181	21603658	22478	2	ENSMUST00000153598	92	ENSMUSG00000048520	Shared
ENSMUSG00000048534	23.34624631	-0.207067913	0.361068486	0.168666318	0.326658779	Amica1	chr9	45085820	45086198	Intron (ENSMUST00000050020/ENSMUSG00000048534, intron 3 of 10)	9	45079183	45108530	29348	1	ENSMUST00000050020	6638	ENSMUSG00000048534	Shared
ENSMUSG00000048537	5846.486133	-0.066875345	0.124291826	0.566784688	0.72109984	Phldb1	chr9	44691698	44692737	Intron (ENSMUST00000147495/ENSMUSG00000048537, intron 19 of 21)	9	44694464	44696431	1968	2	ENSMUST00000133312	3694	ENSMUSG00000048537	Shared
ENSMUSG00000048538	4.801830575	0.061941112	0.311470479	0.594224492	0.742101942	RP23-278C19.3	chr1	7139100	7139396	Intron (ENSMUST00000061280/ENSMUSG00000051285, intron 2 of 5)	1	7177739	7179037	1299	1	ENSMUST00000029124	-38343	ENSMUSG00000048538	Shared
ENSMUSG00000048540	400.753146	1.620125011	0.196656373	1.12142E-17	1.59755E-15	Nhlh2	chr3	101967110	101968102	Distal Intergenic	3	102010145	102015492	5348	1	ENSMUST00000066187	-42043	ENSMUSG00000048540	Shared
ENSMUSG00000048544	6.606381741	-0.005460821	0.306133458	0.959317389	0.977815043	5930422O12Rik	chr8	33439343	33439596	Distal Intergenic	8	33428709	33429548	840	1	ENSMUST00000059351	10635	ENSMUSG00000048544	Shared
ENSMUSG00000048578	15882.99386	-0.181535876	0.071457424	0.008422682	0.034504341	Mlec	chr5	115143469	115144094	Exon (ENSMUST00000112121/ENSMUSG00000048578, exon 1 of 5)	5	115148106	115151046	2941	2	ENSMUST00000124678	6952	ENSMUSG00000048578	Shared
ENSMUSG00000048581	437.4229702	0.058377186	0.108009209	0.570565918	0.723725731	RP23-347F4.1	chr3	63941574	63941848	Intron (ENSMUST00000161659/ENSMUSG00000027822, intron 6 of 6)	3	63914684	63929472	14789	2	ENSMUST00000061706	-12103	ENSMUSG00000048581	Shared
ENSMUSG00000048582	47.90114436	-2.190228324	0.479949772	2.08825E-07	4.03083E-06	Gja3	chr14	57052454	57052992	Intron (ENSMUST00000061614/ENSMUSG00000048582, intron 1 of 1)	14	57035608	57058030	22423	2	ENSMUST00000061614	5038	ENSMUSG00000048582	Shared
ENSMUSG00000048612	1860.072524	-0.46708745	0.140042992	0.000269677	0.002001945	Myof	chr19	37896055	37896541	Downstream (2-3kb)	19	37899036	38043577	144542	2	ENSMUST00000041475	147036	ENSMUSG00000048612	Shared
ENSMUSG00000048616	314.7075248	0.573753632	0.281202859	0.006906444	0.029468563	Nog	chr11	89247914	89248295	Distal Intergenic	11	89300638	89302559	1922	2	ENSMUST00000061728	54264	ENSMUSG00000048616	Shared
ENSMUSG00000048636	536.6281452	-0.201668962	0.364860456	0.172687085	0.332251003	RP24-193H8.2	chr6	92804645	92805160	Intron (ENSMUST00000113438/ENSMUSG00000030022, intron 31 of 39)	6	92816478	92843465	26988	1	ENSMUST00000057977	-11318	ENSMUSG00000048636	Shared
ENSMUSG00000048652	6.403105157	0.061212279	0.315424262	0.575025589	0.727017493	Samd13	chr3	146711045	146711630	Distal Intergenic	3	146645195	146685592	40398	2	ENSMUST00000125965	-25454	ENSMUSG00000048652	Shared
ENSMUSG00000048655	9.33880091	0.023580143	0.304869335	0.841302056	0.912139526	Ccdc169	chr3	55131615	55132103	Intron (ENSMUST00000044116/ENSMUSG00000036580, intron 8 of 8)	3	55137339	55172935	35597	1	ENSMUST00000052904	-5236	ENSMUSG00000048655	Shared
ENSMUSG00000048677	294.6007439	-0.682602507	0.258418327	0.001047	0.006314777	Tpcn2	chr7	145197055	145197501	Distal Intergenic	7	145253923	145283927	30005	2	ENSMUST00000058022	86426	ENSMUSG00000048677	Shared
ENSMUSG00000048699	6.161445137	0.061869418	0.318773244	0.542747882	0.70222238	Krt90	chr15	101557984	101558381	Exon (ENSMUST00000023714/ENSMUSG00000048699, exon 6 of 9)	15	101552356	101562950	10595	2	ENSMUST00000023714	4569	ENSMUSG00000048699	Shared
ENSMUSG00000048701	2761.376373	0.459209098	0.067034551	2.49346E-12	1.41289E-10	Ccdc6	chr10	70059801	70060766	Distal Intergenic	10	70097121	70193200	96080	1	ENSMUST00000147545	-36355	ENSMUSG00000048701	Shared
ENSMUSG00000048706	283.3280024	-0.267473437	0.26484031	0.140028774	0.285804327	Lurap1l	chr4	80910580	80911681	Promoter (<=1kb)	4	80910646	80955628	44983	1	ENSMUST00000055922	0	ENSMUSG00000048706	Shared
ENSMUSG00000048707	955.2897922	0.291313707	0.153392421	0.033172376	0.099749352	Tprn	chr2	25265960	25266326	Promoter (1-2kb)	2	25267564	25269171	1608	1	ENSMUST00000141509	-1238	ENSMUSG00000048707	Shared
ENSMUSG00000048721	101.5052686	0.128177692	0.298231144	0.383027724	0.564331232	Fndc9	chr11	46215013	46216272	Intron (ENSMUST00000165599/ENSMUSG00000020340, intron 26 of 30)	11	46235531	46239872	4342	1	ENSMUST00000060185	-19259	ENSMUSG00000048721	Shared
ENSMUSG00000048731	158.634542	0.170582714	0.23683336	0.325916575	0.508548469	Ggnbp1	chr17	26983522	26984172	Intron (ENSMUST00000133257/ENSMUSG00000048731, intron 2 of 8)	17	26973217	27036378	63162	1	ENSMUST00000133257	10306	ENSMUSG00000048731	Shared
ENSMUSG00000048732	513.0287419	-0.311016165	0.27051867	0.091119289	0.211965512	Klhl11	chr11	100470355	100470817	Promoter (1-2kb)	11	100462614	100472741	10128	2	ENSMUST00000056665	1924	ENSMUSG00000048732	Shared
ENSMUSG00000048747	162.989707	-0.060772096	0.17819416	0.682670125	0.809670143	RP23-313O9.1	chr4	97575504	97576047	Exon (ENSMUST00000151946/ENSMUSG00000048747, exon 1 of 4)	4	97568133	97584596	16464	2	ENSMUST00000148653	8549	ENSMUSG00000048747	Shared
ENSMUSG00000048756	5432.435922	0.487164152	0.129349774	5.32419E-05	0.000510683	Foxo3	chr10	42199336	42200319	Intron (ENSMUST00000105502/ENSMUSG00000048756, intron 2 of 3)	10	42197554	42258366	60813	2	ENSMUST00000177542	58047	ENSMUSG00000048756	Shared
ENSMUSG00000048758	9173.083692	-0.591891422	0.12265524	2.94553E-07	5.44654E-06	Rpl29	chr9	106418146	106418783	Distal Intergenic	9	106429454	106431568	2115	1	ENSMUST00000150576	-10671	ENSMUSG00000048758	Shared
ENSMUSG00000048772	355.2319167	-0.028994898	0.170981255	0.840685573	0.911715459	Tmem53	chr4	117256790	117257142	Intron (ENSMUST00000062824/ENSMUSG00000048772, intron 1 of 2)	4	117252340	117268580	16241	1	ENSMUST00000106433	4451	ENSMUSG00000048772	Shared
ENSMUSG00000048782	301.0200575	-0.97405249	0.194980349	5.83757E-08	1.30196E-06	Insc	chr7	114784723	114785112	Intron (ENSMUST00000161800/ENSMUSG00000048782, intron 2 of 2)	7	114792053	114850380	58328	1	ENSMUST00000150991	-6941	ENSMUSG00000048782	Shared
ENSMUSG00000048787	1206.117868	0.413205838	0.139611801	0.001090704	0.006533564	Dcun1d3	chr7	119861301	119862180	Promoter (<=1kb)	7	119857993	119861832	3840	2	ENSMUST00000142120	0	ENSMUSG00000048787	Shared
ENSMUSG00000048794	363.0715685	0.129160614	0.245910597	0.447130245	0.622034091	Cfap100	chr6	90431378	90431818	Promoter (2-3kb)	6	90420946	90428797	7852	2	ENSMUST00000134224	-2582	ENSMUSG00000048794	Shared
