ensmbl	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000089887	3,430377765	0,006749739	0,092013141	0,343767775	NA	RP24-498C9.3
ENSMUSG00000089901	3,608390187	-0,001367718	0,091658975	0,843455251	NA	RP23-78F6.3
ENSMUSG00000089924	4,745112827	3,29E-05	0,091455698	0,998916445	NA	AC158552.2
ENSMUSG00000089929	7,903600784	0,023843619	0,096203481	0,008205535	NA	Bcl2a1b
ENSMUSG00000089940	3,631649266	-0,002673882	0,091687149	0,70723515	NA	RP24-163G22.1
ENSMUSG00000089959	4,888299669	0,005205181	0,091670075	0,572485593	NA	RP23-160A1.1
ENSMUSG00000089983	5,591421254	-0,00795354	0,091849793	0,433498552	NA	AC133646.2
ENSMUSG00000089987	2,514463551	-0,002217549	0,091708729	0,738156294	NA	Gpx2-ps1
ENSMUSG00000089988	3,964182696	-0,00674181	0,091925913	0,40007213	NA	AC158308.3
ENSMUSG00000089990	8,377799133	0,001961396	0,091079102	0,876645979	NA	AC139673.3
ENSMUSG00000089997	6,153768112	0,001832926	0,091385826	0,856503558	NA	RP23-4F16.4
ENSMUSG00000090002	7,452526826	0,015209118	0,093052198	0,191032781	NA	AC102895.1
ENSMUSG00000090005	1,672309183	0,001119129	0,091807518	0,808757467	NA	AC163616.3
ENSMUSG00000090021	1,980247273	-0,000843368	0,091774205	0,868290989	NA	RP23-418N2.3
ENSMUSG00000090050	6,728425798	-0,01409753	0,092940408	0,175543407	NA	RP24-369B4.1
ENSMUSG00000090087	6,41102856	0,003430695	0,091352883	0,753952952	NA	RP24-502K6.2
ENSMUSG00000090088	7,618777091	0,004756398	0,091221994	0,705708139	NA	RP24-118H2.2
ENSMUSG00000090098	2,211611426	0,009009375	0,092512339	0,018595176	NA	Alms1-ps2
ENSMUSG00000090105	2,713478794	-0,004314207	0,091771485	0,553953848	NA	AC128663.2
ENSMUSG00000090113	7,528922215	0,007174551	0,091988209	0,368921221	NA	Nhlrc4
ENSMUSG00000090114	4,719650227	-0,004260937	0,091597447	0,641445127	NA	AC123798.1
ENSMUSG00000090121	3,864184052	-0,004279319	0,091719337	0,588427084	NA	Abhd12b
ENSMUSG00000090125	143,6944507	0,00041173	0,091725603	NA	NA	Pou3f1
ENSMUSG00000090126	5,147110037	-0,008398047	0,092238414	0,220228493	NA	RP23-262P15.3
ENSMUSG00000090145	1,87884593	0,005604604	0,092053427	0,242160979	NA	Ugt1a6b
ENSMUSG00000090164	3,365071481	0,013511516	0,093266259	0,014192115	NA	RP24-127M20.2
ENSMUSG00000090173	7,840068876	0,005387225	0,091413865	0,641062623	NA	Fbxw10
ENSMUSG00000090176	2,271981342	0,004105496	0,091880274	0,467194728	NA	Cd200r2
ENSMUSG00000090207	7,454592955	-0,005991852	0,091655351	0,545581253	NA	RP23-201C3.1
ENSMUSG00000090230	3,690078369	0,002130118	0,091749045	0,727332816	NA	RP24-535C14.4
ENSMUSG00000090237	5,064429859	0,016416896	0,093847422	0,028456666	NA	AC157602.2
ENSMUSG00000090244	2,575976328	0,001927861	0,091693028	0,776581781	NA	RP23-315C11.3
ENSMUSG00000090248	3,491181199	0,000617465	0,091706313	0,922497358	NA	RP23-24M22.5
ENSMUSG00000090256	4,96636783	0,002295857	0,091700959	0,738922144	NA	Alms1-ps1
ENSMUSG00000090264	4,102233585	0,004640631	0,091706791	0,579597264	NA	Eif4ebp3
ENSMUSG00000090273	9,431485569	-0,01360496	0,092424407	0,304745847	NA	Prr22
ENSMUSG00000090319	3,587405831	-0,000966778	0,091600389	0,89695843	NA	RP23-101H1.17
ENSMUSG00000090358	2,612616327	-0,003943693	0,091763147	0,579026436	NA	RP24-167E3.1
ENSMUSG00000090381	8,354265093	-0,005609274	0,091412668	0,628499412	NA	RP24-289M23.1
ENSMUSG00000090389	7,169328591	0,006373086	0,091542849	0,572574386	NA	RP23-136I9.13
ENSMUSG00000090399	8,154666737	-0,01661362	0,093585697	0,107753477	NA	RP24-409F22.2
ENSMUSG00000090451	3,635292463	0,012142255	0,092901009	0,065205815	NA	Gm6133
ENSMUSG00000090458	2,8238504	-0,008639952	0,092370369	0,115894904	NA	RP24-555M20.2
ENSMUSG00000090460	3,766684295	0,002996594	0,091613592	0,717235766	NA	RP24-443B5.6
ENSMUSG00000090467	1,683111689	-0,004580032	0,091948342	0,365297649	NA	RP24-191C15.4
ENSMUSG00000090489	7,667773413	-0,00643099	0,091699082	0,516187377	NA	RP24-266K12.5
ENSMUSG00000090509	2,331939957	0,002582506	0,091836661	0,599865313	NA	Sfta2
ENSMUSG00000090534	2,815099263	-0,007825243	0,092225227	0,189059689	NA	RP24-273I13.1
ENSMUSG00000090544	7,716567866	-0,007535247	0,09170626	0,489867117	NA	RP24-276M6.1
ENSMUSG00000090558	3,91614647	-0,006857279	0,092068813	0,29570416	NA	RP24-486L9.1
ENSMUSG00000090582	7,085777355	-0,007357874	0,091925966	0,406361527	NA	RP23-111F7.2
ENSMUSG00000090665	2,264537914	-0,004853681	0,091925055	0,404533036	NA	Gad1-ps
ENSMUSG00000090671	5,920503483	-0,010070345	0,09251724	0,124976079	NA	RP24-162F23.2
ENSMUSG00000090693	7,861482353	0,000197911	0,091603813	0,981868169	NA	Trim43a
ENSMUSG00000090707	4,029913265	0,002405493	0,09171031	0,724047201	NA	RP23-460G24.1
ENSMUSG00000090722	3,088810874	-0,000293765	0,091679537	0,962396926	NA	RP24-357I4.2
ENSMUSG00000090753	1,862001784	-0,004948868	0,091911983	0,416201443	NA	Rpl31-ps4
ENSMUSG00000090761	4,298154695	-0,020267998	0,094994158	0,010297	NA	CT7-BM104O10.3
ENSMUSG00000090779	2,302091233	-0,005883322	0,092010617	0,313735752	NA	RP23-251L22.1
ENSMUSG00000090793	1,68852668	-0,000733596	0,091770262	0,886100746	NA	RP24-405C17.2
ENSMUSG00000090861	5,746145107	0,009641862	0,092399966	0,179681692	NA	Arf4os
ENSMUSG00000090873	3,95357226	0,007338448	0,092115808	0,272644167	NA	RP23-45G4.1
ENSMUSG00000090891	6,924288419	0,006239314	0,092039652	0,302980871	NA	RP24-108G5.1
ENSMUSG00000090907	1,864666326	-0,000933022	0,09179012	0,84757215	NA	RP23-154K12.3
ENSMUSG00000090919	7,077878869	0,010566571	0,092311165	0,27484102	NA	Pabpc4l
ENSMUSG00000090936	4,023365067	-0,008586874	0,092172684	0,275501658	NA	RP23-115O3.19
ENSMUSG00000090957	5,064570864	0,007308348	0,091809762	0,460852727	NA	RP23-103K10.4
ENSMUSG00000090965	1,799301461	-0,001338413	0,091800304	0,780465875	NA	RP24-166N3.2
ENSMUSG00000090996	2,58570936	-0,003034218	0,091720124	0,661970576	NA	RP23-140D14.19
ENSMUSG00000091007	7,114012426	0,0064226	0,091785954	0,486270423	NA	D630036H23Rik
ENSMUSG00000091020	3,135471532	0,003217759	0,091680395	0,672556812	NA	RP23-470P10.2
ENSMUSG00000091037	5,758479975	0,001888538	0,091347556	0,857548872	NA	Gm17661
ENSMUSG00000091055	2,228413859	0,002816632	0,091739498	0,671014915	NA	Siglec15
ENSMUSG00000091058	4,266006911	0,001987614	0,091519925	0,823305837	NA	Gm17538
ENSMUSG00000091105	1,896050626	0,001113564	0,091814636	0,802916022	NA	Mrto4-ps2
ENSMUSG00000091123	2,061492213	-0,003595298	0,091801081	0,566679451	NA	RP24-377C24.2
ENSMUSG00000091133	6,418700571	-0,000888575	0,091258966	0,933335036	NA	RP24-366J10.4
ENSMUSG00000091165	4,061297299	0,010839528	0,092512143	0,18380171	NA	RP23-246G4.2
ENSMUSG00000091191	4,537292215	-0,00182956	0,091645514	0,800565967	NA	Gm17334
ENSMUSG00000091223	4,572436749	-0,003753392	0,091759422	0,592998019	NA	RP23-76C12.1
ENSMUSG00000091272	6,893489207	0,00411383	0,091677396	0,621541128	NA	RP24-399B3.11
ENSMUSG00000091277	4,438105685	-0,003022439	0,091548666	0,732356928	NA	RP23-66J6.3
ENSMUSG00000091306	6,01111602	-0,014136685	0,092963368	0,169445896	NA	Gm17606
ENSMUSG00000091311	4,767600442	0,007558042	0,092288379	0,091197394	NA	Spata31d1b
ENSMUSG00000091313	1,631072106	0,005015932	0,091984645	0,31687398	NA	Fth-ps2
ENSMUSG00000091363	2,832934807	0,003431286	0,091745654	0,622247099	NA	RP23-362M7.1
ENSMUSG00000091366	4,618495443	0,000164808	0,091722925	0,980368693	NA	RP23-115A1.9
ENSMUSG00000091378	5,847182685	-0,00327764	0,091464335	0,738092105	NA	RP23-117I10.1
ENSMUSG00000091423	7,212102156	-0,002338378	0,091474094	0,800773381	NA	Gm17509
ENSMUSG00000091492	2,233686888	-0,000135862	0,091834629	0,968600499	NA	RP23-51J23.4
ENSMUSG00000091530	4,693525348	0,019448989	0,094778571	0,009452425	NA	RP23-383P18.3
ENSMUSG00000091534	3,573235729	-0,00453885	0,09181091	0,517272878	NA	RP23-359K10.5
ENSMUSG00000091542	2,639421373	0,006654248	0,092113106	0,228555135	NA	RP23-388P16.8
ENSMUSG00000091553	2,882626355	-0,002555113	0,091685512	0,718872577	NA	Serpina3e-ps
ENSMUSG00000091556	3,405915991	0,00419582	0,091873651	0,471675202	NA	RP23-145O4.4
ENSMUSG00000091557	1,78063801	0,000693095	0,091810187	0,875522912	NA	RP23-221K13.2
ENSMUSG00000091570	2,561979443	0,000399006	0,091614279	0,958033105	NA	RP23-469G7.4
ENSMUSG00000091572	2,325250602	0,002278317	0,091890964	0,516758096	NA	Vmn2r3
ENSMUSG00000091604	6,423905563	0,002811016	0,091354936	0,792369416	NA	Gm17349
ENSMUSG00000091618	4,43234743	-0,004285155	0,091766832	0,555919485	NA	H60c
ENSMUSG00000091619	6,047937871	0,006444948	0,091798591	0,480335692	NA	Gm3625
ENSMUSG00000091649	3,131025918	0,011647625	0,092781358	0,089165531	NA	Phf11b
ENSMUSG00000091680	1,621745489	-0,001349165	0,091777007	0,796737391	NA	Klhdc7b
ENSMUSG00000091685	4,148537129	0,000614658	0,091639149	0,931925145	NA	RP24-530L11.1
ENSMUSG00000091695	7,472162399	0,002216568	0,091165441	0,85361229	NA	Gm17669
ENSMUSG00000091705	6,287701304	-0,00785532	0,091857554	0,432097092	NA	H2-Q2
ENSMUSG00000091745	8,836912584	0,005850761	0,091522781	0,596365327	NA	RP24-132F22.3
ENSMUSG00000091785	1,610371478	-0,001414324	0,091734246	0,8126022	NA	Rpl29-ps5
ENSMUSG00000091825	3,85061671	-0,00808574	0,092034727	0,349537146	NA	RP24-174M12.2
ENSMUSG00000091831	4,693571167	-0,019209332	0,094579162	0,022696056	NA	RP23-103F2.1
ENSMUSG00000091881	3,235548254	-0,001814079	0,09171093	0,776689815	NA	RP23-199B2.2
ENSMUSG00000091929	2,6669543	-0,003640748	0,091839304	0,526011437	NA	RP23-221K13.1
ENSMUSG00000091947	6,284310926	-0,004053472	0,091768046	0,567491081	NA	RP23-315C11.5
ENSMUSG00000091952	4,967830288	0,004642608	0,091715335	0,576166838	NA	RP23-428C21.2
ENSMUSG00000091989	3,418478309	0,001325652	0,091622633	0,861137837	NA	Ndufab1-ps
ENSMUSG00000091993	3,562296148	-0,002250131	0,091664696	0,755399859	NA	RP23-116M12.2
ENSMUSG00000092006	4,26780672	0,001659032	0,091533957	0,847716315	NA	RP23-107N10.4
ENSMUSG00000092036	2,828424546	0,001409761	0,091602925	0,855601713	NA	RP24-216A12.3
ENSMUSG00000092042	3,258661713	0,006489857	0,092108198	0,229276635	NA	RP24-93F20.2
ENSMUSG00000092048	3,428728614	-0,002457704	0,091733541	0,701216281	NA	Vmn2r85
ENSMUSG00000092085	4,328721773	0,00525167	0,09183283	0,485081926	NA	RP23-137I20.2
ENSMUSG00000092086	3,349036924	0,0026675	0,09160789	0,744288043	NA	Gm6793
ENSMUSG00000092097	3,953659032	-0,012402443	0,092776632	0,144291392	NA	Gm5819
ENSMUSG00000092116	5,225177554	0,00592992	0,091758591	0,509046325	NA	RP23-369M17.1
ENSMUSG00000092120	2,496449683	0,004062002	0,091788171	0,554987521	NA	Vmn2r90
ENSMUSG00000092124	3,240589263	0,004696507	0,091862381	0,471772707	NA	B930094E09Rik
ENSMUSG00000092162	4,236806858	-0,004276251	0,091806657	0,531993895	NA	Vmn2r86
ENSMUSG00000092174	4,833864883	-0,002626748	0,091415854	0,791058353	NA	RP23-27D5.12
ENSMUSG00000092178	1,655657256	0,001043519	0,091774262	0,841425291	NA	RP24-244P2.1
ENSMUSG00000092202	2,005915524	-0,000426311	0,091782792	0,928938972	NA	Stk19-ps1
ENSMUSG00000092242	4,130410029	-0,007473439	0,091929356	0,400416056	NA	RP24-396D16.1
ENSMUSG00000092257	3,305510197	-0,000159216	0,091612128	0,981389925	NA	RP24-565J5.2
ENSMUSG00000092267	5,116390408	-0,006235707	0,091815025	0,471015934	NA	RP24-458F14.3
ENSMUSG00000092277	1,706294141	-0,002699615	0,091820424	0,60760099	NA	RP23-108F2.4
ENSMUSG00000092325	3,666370623	-0,00543808	0,091797963	0,496409953	NA	RP24-216B4.2
ENSMUSG00000092349	2,157811834	0,001385411	0,091727618	0,819750331	NA	Platr17
ENSMUSG00000092354	3,012337408	0,002756349	0,091750837	0,67134303	NA	WI1-1377A22.2
ENSMUSG00000092371	2,118754612	0,001122752	0,091738508	0,847694154	NA	RP23-341C5.10
ENSMUSG00000092373	7,632284401	-0,004127548	0,091417988	0,696853897	NA	RP24-370C21.2
ENSMUSG00000092381	4,975698866	-0,007827692	0,092062513	0,327170925	NA	RP23-236D19.3
ENSMUSG00000092383	1,907520539	0,008479242	0,092374545	0,076749581	NA	H2-Pb
ENSMUSG00000092390	3,341190517	0,004781755	0,091866707	0,46427821	NA	RP24-196M16.1
ENSMUSG00000092412	6,841978086	0,003804655	0,091423087	0,718088503	NA	RP24-225N8.5
ENSMUSG00000092495	1,862001784	-0,004948868	0,091911983	0,416201443	NA	RP23-167B4.2
ENSMUSG00000092519	2,544806419	-0,002326156	0,091722148	0,720532262	NA	Actl9
ENSMUSG00000092540	5,630020202	-0,000121733	0,091397001	0,988034307	NA	RP23-326K2.4
ENSMUSG00000092543	1,593727875	0,002593448	0,091908719	0,446633645	NA	Skiv2l-ps1
ENSMUSG00000092572	1,569175158	0,001889492	0,091831071	0,675986951	NA	Serpinb10
ENSMUSG00000092592	6,708365447	-0,0012877	0,091209699	0,908088442	NA	RP23-396C19.4
ENSMUSG00000092595	2,961736395	0,001878147	0,091804136	0,709925805	NA	RP23-222K15.15
ENSMUSG00000092599	2,315946157	-0,009551836	0,092554664	0,037113736	NA	RP23-300L8.1
ENSMUSG00000092604	1,571624549	0,003758234	0,091935361	0,374868823	NA	RP24-443D19.10
ENSMUSG00000092609	4,732541617	0,001796643	0,091645382	0,809104445	NA	RP23-349B4.25
ENSMUSG00000092627	6,95882996	-0,00237586	0,091675791	0,738214031	NA	RP23-118M14.1
ENSMUSG00000092655	4,732791879	-0,001589119	0,091525237	0,85128337	NA	Gm25238
ENSMUSG00000092659	2,979097395	-0,006355009	0,092047505	0,289844084	NA	Mir3100
ENSMUSG00000092713	1,659811315	-0,002617206	0,091819154	0,61703408	NA	Gm22858
ENSMUSG00000092812	2,233303405	-5,81E-05	0,091723924	0,991682979	NA	Gm23634
ENSMUSG00000092819	2,476745338	0,001985293	0,091744195	0,74600117	NA	Gm23639
ENSMUSG00000092928	1,58415485	0,002620753	0,091818692	0,617416536	NA	Gm24563
ENSMUSG00000093000	1,592728155	-0,002295484	0,09184057	0,620422244	NA	Gm24155
ENSMUSG00000093075	3,500385724	-0,008420193	0,092292662	0,171168437	NA	Gm25948
ENSMUSG00000093076	3,952259619	-0,000976765	0,091673338	0,882694849	NA	Mir3082
ENSMUSG00000093080	9,246481751	-0,001818582	0,091149626	0,876569179	NA	Mir3060
ENSMUSG00000093085	2,904241019	-0,008138603	0,092308337	0,126709326	NA	Gm24325
ENSMUSG00000093124	1,616640791	0,00117332	0,091731695	0,844013912	NA	Gm24366
ENSMUSG00000093178	2,037418657	-0,000439467	0,091799339	0,921884179	NA	Snord87
ENSMUSG00000093187	2,122520301	-0,005015356	0,091963576	0,351900567	NA	Mir344-2
ENSMUSG00000093314	1,712486137	0,002148035	0,091862661	0,597980983	NA	Mir5136
ENSMUSG00000093351	2,253442941	0,003142588	0,091871295	0,51408704	NA	Mir3072
ENSMUSG00000093390	2,657737211	0,002956565	0,091687615	0,688078333	NA	RP23-398K14.3
ENSMUSG00000093392	6,565095224	-0,002271679	0,091392381	0,81958585	NA	RP23-71G16.1
ENSMUSG00000093405	5,406197246	-0,000512524	0,091367606	0,957142145	NA	RP23-181K4.1
ENSMUSG00000093410	4,575722144	0,002359389	0,091781634	0,680731775	NA	RP23-393E8.3
ENSMUSG00000093437	1,764534461	-0,003760691	0,091853071	0,506106958	NA	RP24-262G23.3
ENSMUSG00000093467	3,048739544	-0,015853898	0,093800566	0,00811812	NA	RP23-398F7.15
ENSMUSG00000093476	2,172663953	0,001590662	0,091764353	0,776708044	NA	Gm22355
ENSMUSG00000093485	3,478692833	0,000511342	0,09167718	0,940236754	NA	RP23-268N22.1
ENSMUSG00000093505	3,968194838	0,003519409	0,091649756	0,667138331	NA	RP24-399B3.1
ENSMUSG00000093507	9,51925116	0,00872566	0,091608778	0,498529171	NA	RP24-201C14.11
ENSMUSG00000093575	1,531059986	0,000814366	0,091773712	0,875662576	NA	RP23-312H15.9
ENSMUSG00000093598	2,085729751	-0,008764803	0,092437518	0,049584054	NA	RP23-12I4.2
ENSMUSG00000093622	1,904499793	7,97E-05	0,091747997	0,98957346	NA	RP23-349B16.3
ENSMUSG00000093672	4,45187959	-0,002957747	0,091581555	0,729036263	NA	RP24-309I5.3
ENSMUSG00000093673	1,623719693	-0,001035159	0,09181016	0,818085168	NA	RP23-333M1.4
ENSMUSG00000093686	3,033124657	-0,009741317	0,092494007	0,116039272	NA	RP23-424B7.2
ENSMUSG00000093688	1,551326184	0,003589139	0,091912406	0,417768484	NA	RP23-410M21.2
ENSMUSG00000093716	2,136348589	9,58E-05	0,091729729	0,988090448	NA	RP23-105E1.1
ENSMUSG00000093726	2,676765408	-0,012598519	0,093026096	0,043515229	NA	RP23-358B23.3
ENSMUSG00000093752	2,545597052	0,007600334	0,092109627	0,286704596	NA	RP23-391M18.7
ENSMUSG00000093765	5,36610642	-0,002020109	0,091522417	0,815068457	NA	RP24-386J17.2
ENSMUSG00000093773	4,397463046	-0,002144409	0,091731125	0,731684099	NA	Obox3-ps7
ENSMUSG00000093793	1,757757528	-0,001249944	0,091780982	0,805720965	NA	Gm24091
ENSMUSG00000093806	1,817287511	-0,000315182	0,091743309	0,953727499	NA	Asmt
ENSMUSG00000093846	9,579047393	0,006942685	0,091823373	0,461470082	NA	RP23-71I22.6
ENSMUSG00000093880	7,584449899	-0,002866599	0,091827122	0,588970054	NA	Tmem181c-ps
ENSMUSG00000093885	2,274896684	0,00240205	0,091749774	0,698918249	NA	Rpl35a-ps5
ENSMUSG00000094015	1,615443743	0,003361622	0,091851972	0,528615714	NA	Rps12-ps20
ENSMUSG00000094083	1,920548959	-0,001430286	0,091769276	0,791292188	NA	RP24-148B13.5
ENSMUSG00000094090	6,831485944	-0,007623691	0,091761142	0,471936742	NA	RP23-21B19.9
ENSMUSG00000094092	1,849430725	-0,001067195	0,0918005	0,819321633	NA	AC113029.3
ENSMUSG00000094103	2,148078802	0,005205144	0,091971949	0,344119604	NA	RP24-491I24.3
ENSMUSG00000094111	3,074982586	-0,006097747	0,091947025	0,385941864	NA	Nutf2-ps2
ENSMUSG00000094132	9,838486634	0,007715251	0,091605671	0,519675758	NA	RP24-192I1.1
ENSMUSG00000094152	5,940979726	0,005464371	0,091553388	0,602070081	NA	Slc6a16
ENSMUSG00000094185	2,361429041	0,005294493	0,091918234	0,409422247	NA	RP24-373L7.2
ENSMUSG00000094189	3,982223891	0,002544805	0,091526825	0,777687248	NA	RP24-204J8.2
ENSMUSG00000094191	2,78833517	-0,000600173	0,09161269	0,9339552	NA	Rpl31-ps14
ENSMUSG00000094230	2,202819487	-0,003753058	0,091903048	0,435863192	NA	RP24-152F23.4
ENSMUSG00000094251	3,424487738	0,000923602	0,091566851	0,909909908	NA	Gm25632
ENSMUSG00000094256	5,881308693	-0,002082711	0,091292451	0,846682553	NA	Rpl21-ps7
ENSMUSG00000094257	7,31906889	0,002545872	0,091244283	0,825470001	NA	RP24-263E2.6
ENSMUSG00000094281	9,960606429	0,021257763	0,094454498	0,136391215	NA	RP23-391B20.2
ENSMUSG00000094326	5,932265371	0,005540669	0,091507066	0,612074102	NA	RP23-73B23.5
ENSMUSG00000094338	2,226714494	0,002980237	0,091935766	0,349452907	NA	Hist1h2bl
ENSMUSG00000094367	1,904207325	0,004729461	0,09191416	0,413023933	NA	Gm26058
ENSMUSG00000094388	2,24484231	-0,004839895	0,091865533	0,46189365	NA	AC166063.3
ENSMUSG00000094437	4,271485592	-0,004761699	0,091689822	0,57974219	NA	RP24-175C20.20
ENSMUSG00000094446	7,416650311	-0,005309693	0,091431629	0,637317661	NA	RP23-335A11.4
ENSMUSG00000094462	1,70564547	-0,003221418	0,091894081	0,46298672	NA	Gm21028
ENSMUSG00000094508	1,750331925	-0,001117154	0,0917655	0,832930656	NA	Gm26230
ENSMUSG00000094526	3,558123355	0,012856791	0,093079913	0,038932147	NA	RP23-103I12.8
ENSMUSG00000094557	2,475108975	-0,001076094	0,091760808	0,841339623	NA	Rpl35a-ps7
ENSMUSG00000094568	6,70415094	-0,004371609	0,09141986	0,684066958	NA	RP23-416E12.2
ENSMUSG00000094594	2,717482346	0,001960544	0,091811809	0,694582225	NA	RP23-205D7.3
ENSMUSG00000094597	2,800266148	-0,001157458	0,091779304	0,81996022	NA	RP23-451G17.2
ENSMUSG00000094651	2,383518892	-0,001340956	0,091689261	0,836949283	NA	Gal3st2
ENSMUSG00000094665	2,646395634	-0,003684678	0,091795357	0,569194507	NA	Gm24873
ENSMUSG00000094669	2,389477911	-0,005826184	0,091966828	0,364128225	NA	Olfr441
ENSMUSG00000094685	7,011207428	0,001528699	0,091288975	0,889018078	NA	RP24-475C24.13
ENSMUSG00000094690	1,870387262	0,00544704	0,091964263	0,362745923	NA	1600014C23Rik
ENSMUSG00000094840	8,504255971	0,009677533	0,09189276	0,413764201	NA	Muc3a
ENSMUSG00000094841	4,492398509	-0,002599241	0,091500166	0,77581659	NA	RP23-184F6.4
ENSMUSG00000094935	8,300041953	0,007362735	0,091669265	0,509029717	NA	RP24-81I4.2
ENSMUSG00000094952	6,581121679	-0,019322742	0,094362182	0,068046214	NA	Mir3070b
ENSMUSG00000094958	3,630334146	0,003268069	0,091696219	0,662266727	NA	3110021N24Rik
ENSMUSG00000095042	5,945641405	-0,002684252	0,091407938	0,789253222	NA	RP23-270A19.3
ENSMUSG00000095054	4,145325836	-0,015175878	0,093510656	0,04492815	NA	RP23-360J20.3
ENSMUSG00000095087	3,758920581	0,003102624	0,091715217	0,662956652	NA	Gm25328
ENSMUSG00000095129	3,636490227	-0,003257804	0,091853577	0,532928973	NA	Gm23217
ENSMUSG00000095134	7,990977493	0,002846668	0,091576718	0,740972912	NA	RP24-500I4.1
ENSMUSG00000095147	3,641635727	0,004668609	0,091969976	0,337419202	NA	Mir3070a
ENSMUSG00000095168	2,27257578	0,000431687	0,091653343	0,951560358	NA	RP23-199N18.1
ENSMUSG00000095180	3,932948948	-1,73E-06	0,091528749	0,998080257	NA	Rhox5
ENSMUSG00000095195	9,737504645	0,00789582	0,091884994	0,425629621	NA	RP24-547N23.4
ENSMUSG00000095217	9,33289856	0,004822543	0,091523557	0,638265504	NA	Hist1h2bn
ENSMUSG00000095288	5,491800445	-0,007233826	0,091998985	0,357485962	NA	RP24-441E15.2
ENSMUSG00000095294	1,664115925	0,002386782	0,091851902	0,592038823	NA	RP23-152N9.3
ENSMUSG00000095295	7,200786993	0,004102513	0,091293463	0,727069111	NA	RP23-274E2.4
ENSMUSG00000095334	3,142550435	0,000725253	0,091589924	0,92652017	NA	RP23-142A14.3
ENSMUSG00000095361	5,709191556	-0,006088453	0,091738568	0,512474358	NA	Gm24967
ENSMUSG00000095427	9,615474614	0,008615417	0,091680822	0,482617369	NA	RP24-98A17.1
ENSMUSG00000095463	4,565837799	-0,000396023	0,091636118	0,953154125	NA	Entpd4
ENSMUSG00000095526	9,063765247	-0,002904455	0,091567373	0,736054281	NA	RP24-124B23.2
ENSMUSG00000095562	8,073996905	0,005946195	0,091917369	0,416253267	NA	Gm21887
ENSMUSG00000095595	2,254465593	0,002725402	0,091751866	0,669788339	NA	Fam177a
ENSMUSG00000095609	1,543306143	0,004005051	0,092023797	0,129806258	NA	RP24-482L4.3
ENSMUSG00000095687	8,876673843	-0,008351909	0,091608391	0,502769935	NA	Rnaset2a
ENSMUSG00000095712	1,631112863	0,005239446	0,091996586	0,307537777	NA	Gm26465
ENSMUSG00000095752	1,821112319	0,001788565	0,091822301	0,702316978	NA	Gm24182
ENSMUSG00000095836	2,380767531	-0,003926862	0,091794226	0,555917745	NA	RP23-404J7.3
ENSMUSG00000095847	3,092142134	-0,0104621	0,092534003	0,145563591	NA	RP24-94N16.2
ENSMUSG00000095868	2,383683786	-0,00525065	0,091914877	0,411836619	NA	Gm23136
