Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.C2H2_ZF.0298	1008	0.934	100	1.000	7.63e-01	0.117	0.516	0.918	0.93	1.0000
GM.5.0.Mixed.0105	886	0.821	100	1.000	9.71e-01	0.013	0.484	0.912	0.82	1.0000
GM.5.0.TEA.0009	1859	1.722	132	1.320	1.18e-03	2.928	0.501	0.916	1.30	1.0000
GM.5.0.Mixed.0106	1094	1.014	101	1.010	5.13e-01	0.290	0.506	0.916	1.00	1.0000
GM.5.0.bHLH.0136	1700	1.575	100	1.000	1.30e-06	5.887	0.552	0.928	1.58	1.0000
GM.5.0.Nuclear_receptor.0142	684	0.634	102	1.020	1.00e+00	0.000	0.435	0.899	0.62	1.0000
GM.5.0.Ets.0046	2851	2.642	112	1.120	4.41e-25	24.356	0.487	0.907	2.36	1.0000
GM.5.0.C2H2_ZF.0299	1181	1.094	106	1.060	4.00e-01	0.398	0.535	0.924	1.03	1.0000
GM.5.0.C2H2_ZF.0300	1305	1.209	113	1.130	2.61e-01	0.583	0.489	0.913	1.07	1.0000
GM.5.0.C2H2_ZF.0301	680	0.630	100	1.000	1.00e+00	0.000	0.458	0.904	0.63	1.0000
GM.5.0.C2H2_ZF.0302	970	0.899	100	1.000	8.59e-01	0.066	0.503	0.915	0.90	1.0000
GM.5.0.bZIP.0098	1169	1.083	125	1.250	9.41e-01	0.026	0.475	0.911	0.87	1.0000
GM.5.0.Unknown.0189	4080	3.780	102	1.020	1.31e-61	60.881	0.521	0.926	3.71	1.0000
GM.5.0.Unknown.0190	1143	1.059	100	1.000	3.11e-01	0.507	0.528	0.922	1.06	1.0000
GM.5.0.Unknown.0191	7631	7.071	220	2.200	8.63e-101	100.064	0.461	0.912	3.21	1.0000
GM.5.0.bHLH.0137	5801	5.375	114	1.140	1.29e-106	105.890	0.636	0.949	4.71	1.0000
GM.5.0.Unknown.0192	1360	1.260	101	1.010	1.52e-02	1.818	0.487	0.913	1.25	1.0000
GM.5.0.Unknown.0193	1208	1.119	100	1.000	1.49e-01	0.827	0.474	0.911	1.12	1.0000
GM.5.0.Mixed.0107	775	0.718	101	1.010	9.99e-01	0.000	0.483	0.910	0.71	1.0000
GM.5.0.Nuclear_receptor.0143	972	0.901	100	1.000	8.54e-01	0.068	0.451	0.904	0.90	1.0000
GM.5.0.C2H2_ZF.0303	733	0.679	107	1.070	1.00e+00	0.000	0.495	0.913	0.63	1.0000
GM.5.0.IRF.0021	1317	1.220	100	1.000	2.73e-02	1.564	0.526	0.922	1.22	1.0000
GM.5.0.bZIP.0099	1783	1.652	105	1.050	7.63e-07	6.118	0.549	0.927	1.57	1.0000
GM.5.0.C2H2_ZF.0304	3628	3.362	100	1.000	6.77e-50	49.169	0.573	0.935	3.36	1.0000
GM.5.0.C2H2_ZF.0305	1445	1.339	102	1.020	3.29e-03	2.483	0.549	0.927	1.31	1.0000
GM.5.0.C2H2_ZF.0306	1568	1.453	107	1.070	7.82e-04	3.107	0.560	0.929	1.36	1.0000
GM.5.0.Homeodomain.0198	1133	1.050	100	1.000	3.43e-01	0.465	0.499	0.915	1.05	1.0000
GM.5.0.RFX.0017	1529	1.417	100	1.000	2.21e-04	3.656	0.546	0.925	1.42	1.0000
GM.5.0.C2H2_ZF.0307	1824	1.690	100	1.000	1.74e-08	7.760	0.581	0.933	1.69	1.0000
GM.5.0.Unknown.0194	4894	4.535	100	1.000	3.03e-87	86.518	0.617	0.944	4.53	1.0000
GM.5.0.MADS_box.0023	2047	1.897	101	1.010	4.78e-12	11.321	0.572	0.933	1.88	1.0000
GM.5.0.Homeodomain.0199	1127	1.044	100	1.000	3.62e-01	0.441	0.496	0.915	1.04	1.0000
GM.5.0.Unknown.0195	1151	1.066	100	1.000	2.88e-01	0.541	0.541	0.924	1.07	1.0000
GM.5.0.Ets.0047	2433	2.254	100	1.000	4.72e-20	19.326	0.577	0.934	2.25	1.0000
GM.5.0.bZIP.0100	1580	1.464	100	1.000	5.31e-05	4.275	0.510	0.919	1.46	1.0000
GM.5.0.Homeodomain.0200	1102	1.021	107	1.070	7.01e-01	0.154	0.482	0.912	0.95	1.0000
GM.5.0.Homeodomain.0201	1654	1.533	102	1.020	1.28e-05	4.892	0.472	0.912	1.50	1.0000
GM.5.0.Homeodomain.0202	2886	2.674	113	1.130	1.65e-25	24.783	0.532	0.917	2.37	1.0000
GM.5.0.Unknown.0196	1253	1.161	100	1.000	7.92e-02	1.101	0.472	0.910	1.16	1.0000
GM.5.0.C2H2_ZF.0308	1849	1.713	100	1.000	6.91e-09	8.161	0.525	0.923	1.71	1.0000
GM.5.0.STAT.0024	1862	1.725	100	1.000	4.25e-09	8.372	0.534	0.924	1.73	1.0000
GM.5.0.C2H2_ZF.0309	2631	2.438	100	1.000	1.82e-24	23.739	0.539	0.928	2.44	1.0000
GM.5.0.Forkhead.0059	2203	2.041	100	1.000	2.75e-15	14.561	0.559	0.930	2.04	1.0000
GM.5.0.Ets.0048	10855	10.058	748	7.480	5.78e-18	17.238	0.549	0.927	1.34	1.0000
GM.5.0.STAT.0025	1205	1.117	100	1.000	1.55e-01	0.810	0.520	0.920	1.12	1.0000
GM.5.0.C2H2_ZF.0310	1211	1.122	100	1.000	1.43e-01	0.844	0.501	0.916	1.12	1.0000
GM.5.0.Forkhead.0060	2723	2.523	100	1.000	1.33e-26	25.876	0.614	0.941	2.52	1.0000
GM.5.0.Nuclear_receptor.0144	1543	1.430	100	1.000	1.51e-04	3.822	0.538	0.924	1.43	1.0000
GM.5.0.Grainyhead.0010	900	0.834	133	1.330	1.00e+00	0.000	0.468	0.907	0.63	1.0000
GM.5.0.Forkhead.0061	7012	6.497	100	1.000	5.01e-157	156.300	0.626	0.948	6.50	1.0000
GM.5.0.Homeodomain_POU.0023	1018	0.943	101	1.010	7.64e-01	0.117	0.495	0.915	0.93	1.0000
GM.5.0.EIN3.0002	979	0.907	133	1.330	1.00e+00	0.000	0.513	0.918	0.68	1.0000
GM.5.0.Unknown.0197	1620	1.501	101	1.010	2.41e-05	4.619	0.563	0.931	1.49	1.0000
GM.5.0.Nuclear_receptor.0145	1589	1.472	103	1.030	1.22e-04	3.913	0.535	0.923	1.43	1.0000
GM.5.0.DM.0009	1277	1.183	100	1.000	5.43e-02	1.265	0.533	0.922	1.18	1.0000
GM.5.0.bZIP.0101	1333	1.235	100	1.000	2.03e-02	1.693	0.516	0.920	1.24	1.0000
GM.5.0.Nuclear_receptor.0146	689	0.638	100	1.000	1.00e+00	0.000	0.453	0.903	0.64	1.0000
GM.5.0.Nuclear_receptor.0147	1011	0.937	100	1.000	7.54e-01	0.122	0.488	0.913	0.94	1.0000
GM.5.0.TEA.0010	10238	9.486	142	1.420	3.24e-236	235.489	0.575	0.936	6.68	1.0000
GM.5.0.Mixed.0108	2255	2.089	100	1.000	2.51e-16	15.601	0.604	0.939	2.09	1.0000
GM.5.0.C2H2_ZF.0311	1343	1.244	100	1.000	1.68e-02	1.776	0.521	0.920	1.24	1.0000
GM.5.0.Nuclear_receptor.0148	810	0.751	121	1.210	1.00e+00	0.000	0.454	0.904	0.62	1.0000
GM.5.0.Unknown.0198	1548	1.434	100	1.000	1.31e-04	3.882	0.533	0.923	1.43	1.0000
GM.5.0.Unknown.0199	3183	2.949	119	1.190	4.26e-30	29.370	0.586	0.936	2.48	1.0000
GM.5.0.Nuclear_receptor.0149	1276	1.182	100	1.000	5.52e-02	1.258	0.508	0.918	1.18	1.0000
GM.5.0.ARID_BRIGHT.0006	3362	3.115	100	1.000	1.12e-42	41.952	0.570	0.935	3.12	1.0000
GM.5.0.Homeodomain_POU.0024	1192	1.104	101	1.010	2.08e-01	0.682	0.492	0.914	1.09	1.0000
GM.5.0.C2H2_ZF.0312	1214	1.125	100	1.000	1.38e-01	0.861	0.511	0.918	1.12	1.0000
GM.5.0.ARID_BRIGHT.0007	2696	2.498	114	1.140	5.11e-21	20.291	0.569	0.931	2.19	1.0000
GM.5.0.Unknown.0200	1206	1.117	100	1.000	1.53e-01	0.816	0.523	0.919	1.12	1.0000
GM.5.0.Unknown.0201	813	0.753	100	1.000	9.96e-01	0.002	0.442	0.902	0.75	1.0000
GM.5.0.Unknown.0202	1512	1.401	101	1.010	4.83e-04	3.316	0.505	0.918	1.39	1.0000
GM.5.0.Grainyhead.0011	1101	1.020	100	1.000	4.50e-01	0.347	0.487	0.912	1.02	1.0000
GM.5.0.C2H2_ZF.0313	2002	1.855	100	1.000	1.70e-11	10.770	0.560	0.930	1.85	1.0000
GM.5.0.Unknown.0203	548	0.508	148	1.480	1.00e+00	-0.000	0.480	0.907	0.34	1.0000
GM.5.0.Unknown.0204	1844	1.709	101	1.010	1.39e-08	7.858	0.542	0.926	1.69	1.0000
GM.5.0.Homeodomain.0203	1094	1.014	100	1.000	4.74e-01	0.324	0.494	0.915	1.01	1.0000
GM.5.0.Homeodomain_POU.0025	1293	1.198	100	1.000	4.16e-02	1.381	0.496	0.915	1.20	1.0000
GM.5.0.Nuclear_receptor.0150	810	0.751	102	1.020	9.98e-01	0.001	0.443	0.902	0.74	1.0000
GM.5.0.T-box.0025	1066	0.988	163	1.630	1.00e+00	0.000	0.442	0.902	0.61	1.0000
GM.5.0.C2H2_ZF.0314	1164	1.079	101	1.010	2.82e-01	0.550	0.502	0.918	1.07	1.0000
GM.5.0.bZIP.0102	949	0.879	101	1.010	9.15e-01	0.038	0.480	0.911	0.87	1.0000
GM.5.0.bHLH.0138	3490	3.234	113	1.130	4.64e-40	39.334	0.557	0.931	2.86	1.0000
GM.5.0.Unknown.0205	1313	1.217	100	1.000	2.93e-02	1.533	0.536	0.923	1.22	1.0000
GM.5.0.T-box.0026	2336	2.164	105	1.050	1.95e-16	15.710	0.519	0.918	2.06	1.0000
GM.5.0.Rel.0024	1788	1.657	100	1.000	6.38e-08	7.195	0.533	0.920	1.66	1.0000
GM.5.0.Nuclear_receptor.0151	634	0.587	100	1.000	1.00e+00	0.000	0.434	0.900	0.59	1.0000
GM.5.0.Unknown.0206	1362	1.262	100	1.000	1.15e-02	1.939	0.499	0.916	1.26	1.0000
GM.5.0.Homeodomain.0204	1342	1.243	103	1.030	3.29e-02	1.483	0.528	0.922	1.21	1.0000
GM.5.0.Mixed.0109	854	0.791	100	1.000	9.87e-01	0.006	0.529	0.921	0.79	1.0000
GM.5.0.RFX.0018	4358	4.038	100	1.000	6.57e-71	70.182	0.541	0.930	4.04	1.0000
GM.5.0.bZIP.0103	1671	1.548	100	1.000	3.33e-06	5.478	0.532	0.923	1.55	1.0000
GM.5.0.C2H2_ZF.0315	1859	1.722	100	1.000	4.75e-09	8.323	0.564	0.931	1.72	1.0000
GM.5.0.Unknown.0207	1490	1.381	101	1.010	8.43e-04	3.074	0.507	0.918	1.37	1.0000
GM.5.0.C2H2_ZF.0316	1305	1.209	100	1.000	3.38e-02	1.471	0.521	0.920	1.21	1.0000
GM.5.0.C2H2_ZF.0317	1128	1.045	100	1.000	3.59e-01	0.445	0.513	0.918	1.05	1.0000
GM.5.0.Ets.0049	1721	1.595	105	1.050	5.50e-06	5.260	0.548	0.926	1.52	1.0000
GM.5.0.Unknown.0208	1587	1.470	101	1.010	6.29e-05	4.201	0.537	0.925	1.46	1.0000
GM.5.0.Homeodomain_POU.0026	983	0.911	100	1.000	8.29e-01	0.081	0.508	0.916	0.91	1.0000
GimmeMotifs_1	8574	7.944	100	1.000	2.54e-212	211.595	0.650	0.952	7.94	1.0000
GimmeMotifs_2	19754	18.303	677	6.770	5.41e-228	227.267	0.646	0.949	2.70	1.0000
